File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.257e+01
Avg = 4.299e+00
SD = 2.681e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.257e+00,6.284e-01,883582,1.713e+01
2,1.257e+00,2.514e+00,1.885e+00,702248,1.547e+01
3,2.514e+00,3.770e+00,3.142e+00,646485,1.350e+01
4,3.770e+00,5.027e+00,4.399e+00,493824,1.000e+01
5,5.027e+00,6.284e+00,5.656e+00,656652,1.379e+01
6,6.284e+00,7.541e+00,6.912e+00,834933,1.746e+01
7,7.541e+00,8.798e+00,8.169e+00,500528,1.031e+01
8,8.798e+00,1.005e+01,9.426e+00,127981,2.028e+00
9,1.005e+01,1.131e+01,1.068e+01,7103,1.579e-01
10,1.131e+01,1.257e+01,1.194e+01,2880,1.492e-01
