File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 23 : V03FAM_G01_P03 (MPa),
0.000781241,0.000296942,
0.0023481,0.00740002,
0.00393344,0.0097893,
0.00533734,0.106753,
0.00678842,0.807046,
0.00817605,1.54868,
0.00936684,1.84577,
0.0101176,1.69611,
0.0108895,1.63228,
0.0116885,1.65141,
0.0124721,1.65852,
0.0131952,1.67858,
0.013985,1.73744,
0.014934,1.78662,
0.0159125,1.82231,
0.0169223,1.85442,
0.0181254,1.89424,
0.0193436,1.93351,
0.0205473,1.97237,
0.0217636,1.92006,
0.0231612,1.98944,
0.0245577,2.02337,
0.0259635,2.05444,
0.027609,2.08643,
0.029254,2.11587,
0.0309055,2.14346,
0.0325639,2.16707,
0.0345194,2.19358,
0.0364796,2.21881,
0.0384418,2.24261,
0.0404166,2.26357,
0.0424144,2.28355,
0.0447432,2.30448,
0.0470642,2.32622,
0.0493936,2.34663,
0.0517313,2.36533,
0.0540864,2.3834,
0.056861,2.40319,
0.0596311,2.42393,
0.0624152,2.44206,
0.0652081,2.46041,
0.0680014,2.47715,
0.070803,2.49267,
0.0740975,2.51218,
0.0773909,2.53104,
0.0807015,2.54969,
0.0840286,2.56689,
0.0873614,2.58306,
0.0907067,2.59846,
0.0940635,2.61418,
0.0979931,2.63249,
0.101925,2.65098,
0.105856,2.66819,
0.109794,2.68487,
0.113768,2.70103,
0.117763,2.7165,
0.121785,2.73178,
0.125808,2.7467,
0.130504,2.76361,
0.135186,2.7811,
0.139896,2.79775,
0.14461,2.81446,
0.149324,2.82983,
0.154052,2.84582,
0.15873,2.86267,
0.163502,2.8767,
0.168304,2.89071,
0.173116,2.9044,
0.178718,2.92041,
0.184274,2.9375,
0.189882,2.95453,
0.195385,2.97481,
0.200872,2.98931,
0.206497,3.00388,
0.212024,3.01928,
0.217647,3.03322,
0.223184,3.04779,
0.228813,3.06179,
0.234362,3.07548,
0.240025,3.08921,
0.245611,3.10204,
0.251317,3.11333,
0.256991,3.12787,
0.262294,3.14851,
0.267971,3.21924,
0.273766,3.31288,
0.279653,3.31721,
0.28558,3.33498,
0.291477,3.36143,
0.297346,3.38533,
0.30319,3.40854,
0.30905,3.43349,
0.314851,3.45836,
0.32065,3.48523,
0.326465,3.50914,
0.332259,3.53575,
0.338058,3.56099,
0.343854,3.5865,
0.349576,3.61075,
