File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.279e+01
Avg = 5.018e+00
SD = 2.307e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.279e+00,6.394e-01,134470,2.961e+00
2,1.279e+00,2.558e+00,1.918e+00,509450,1.273e+01
3,2.558e+00,3.837e+00,3.197e+00,913124,2.237e+01
4,3.837e+00,5.116e+00,4.476e+00,539898,1.332e+01
5,5.116e+00,6.394e+00,5.755e+00,562526,1.388e+01
6,6.394e+00,7.673e+00,7.034e+00,893795,2.181e+01
7,7.673e+00,8.952e+00,8.313e+00,393485,9.863e+00
8,8.952e+00,1.023e+01,9.592e+00,130499,2.656e+00
9,1.023e+01,1.151e+01,1.087e+01,12004,2.305e-01
10,1.151e+01,1.279e+01,1.215e+01,2880,1.875e-01
