File = source:G17_P01-10_SPRUE_PRESSURE.csv

Title,Packing-Sprue Pressure

Time (sec),Run 9 : G17_P09 (MPa)
0.00166688,0.000141892
0.00478867,0.0065254
0.00757089,0.0440407
0.0101346,0.458321
0.0119999,1.00369
0.0137846,1.49845
0.0145505,1.31249
0.015339,1.27028
0.0161454,1.26427
0.0170774,1.26057
0.0181105,1.3059
0.0193137,1.33168
0.0207316,1.37211
0.0224166,1.41453
0.0244002,1.44615
0.0267252,1.50596
0.0294337,1.57028
0.0323162,1.61937
0.0357188,1.66175
0.0396789,1.69781
0.0435158,1.75068
0.0480594,1.79647
0.0533085,1.84835
0.0587888,1.89393
0.0650445,1.94489
0.0712064,1.99227
0.0775106,2.03353
0.0848121,2.07708
0.0921863,2.12142
0.0996248,2.16017
0.108274,2.20341
0.116943,2.24512
0.125597,2.28167
0.134454,2.31904
0.144745,2.35933
0.155144,2.39962
0.165549,2.43583
0.175971,2.47107
0.186543,2.50577
0.198843,2.54442
0.211178,2.58344
0.223589,2.61949
0.236137,2.65531
0.24872,2.68929
0.263299,2.72829
0.277926,2.76724
0.292589,2.80284
0.307377,2.83929
0.322298,2.87446
0.339478,2.91418
0.356637,2.95436
0.374327,2.99418
0.391812,3.03231
0.409674,3.0704
0.427494,3.10855
0.445222,3.14505
0.463068,3.18191
0.483675,3.22271
0.504118,3.26459
0.524756,3.3048
0.545471,3.34478
0.566173,3.38372
0.587071,3.42338
0.607528,3.46282
0.626365,3.52077
0.644273,3.60535
0.661976,3.6568
0.679287,3.71509
0.695929,3.78212
0.712395,3.8463
0.728582,3.91637
0.744903,3.99972
0.761099,4.0882
0.777119,4.18189
0.793217,4.27889
0.80944,4.37715
0.823248,4.47067
0.83705,4.55851
0.851203,4.64659
0.865024,4.74087
0.879001,4.83556
0.892671,4.93137
0.906489,5.02803
0.920053,5.12485
0.933651,5.22304
0.947325,5.32065
0.960903,5.4196
0.97457,5.5172
0.988168,5.61753
1.00196,5.71625
1.01571,5.81685
1.02944,5.9154
1.04318,6.01391
1.05702,6.11212
1.07104,6.20949
1.08507,6.30697
1.09924,6.40402
1.11353,6.50098
1.12793,6.59636
1.14246,6.69256
1.15712,6.78724
1.17187,6.88151
1.18681,6.97475
1.20183,7.06824
1.21704,7.16097
1.23241,7.2541
1.24789,7.34639
1.26339,7.43819
1.27893,7.52963
1.29482,7.6203
1.31093,7.71271
1.3272,7.80745
1.34345,7.90121
1.35972,7.99495
1.37604,8.10249
1.39161,8.1834
1.40758,8.27536
1.423,8.37314
1.43866,8.4685
1.45447,8.56794
1.47026,8.67008
1.48607,8.77339
1.50188,8.87788
1.51751,8.98297
1.53307,9.08873
1.54879,9.19464
1.56461,9.30344
1.58042,9.41299
1.59621,9.52318
1.61194,9.63394
1.62769,9.74539
1.64352,9.86077
1.65902,9.96997
1.67487,10.0812
1.69067,10.2117
1.70573,10.3261
1.72074,10.4177
1.73658,10.5258
1.75234,10.6392
1.76821,10.7533
1.78395,10.8672
1.79968,10.9805
1.81543,11.1091
1.83065,11.2068
1.84626,11.3187
1.8617,11.427
1.87062,11.522
1.88016,16.522
1.89072,21.522
1.89813,24.6636
1.89813,24.6636
1.90739,28.297
1.91693,31.6928
1.92675,34.8569
1.93687,37.7957
1.94729,40.5164
1.95803,43.0267
1.96908,45.3347
1.98047,47.4491
1.99221,49.3788
