File = D:\Moldex3D\02. AI\Surrogate model - 2 Report\V02\v02FAM_G03\P05\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 15 : V02FAM_G03_P05 (MPa),
0.0019574,0.00017775,
0.00514793,5.99366e-05,
0.00824862,0.00534609,
0.0106755,0.0594914,
0.0142243,0.364743,
0.0169674,0.81351,
0.0195121,1.23245,
0.0208374,1.35202,
0.0218155,1.34931,
0.0228054,1.38261,
0.023832,1.44935,
0.0248584,1.52118,
0.0258952,1.59697,
0.027118,1.66737,
0.0283396,1.73388,
0.0297845,1.80892,
0.0312426,1.87572,
0.0329584,1.95099,
0.0346853,2.01723,
0.0364295,2.08338,
0.0384472,2.1542,
0.0404801,2.22767,
0.0425287,2.29302,
0.0449155,2.36173,
0.0472655,2.43671,
0.0496348,2.50122,
0.0520311,2.56309,
0.0548231,2.63024,
0.0575841,2.69568,
0.0603825,2.75783,
0.0632256,2.81968,
0.0660653,2.87686,
0.0693789,2.94345,
0.0726719,3.00735,
0.0760251,3.07177,
0.0793953,3.13222,
0.0827835,3.19102,
0.0867123,3.25724,
0.0906361,3.32504,
0.0945428,3.38645,
0.0985345,3.45069,
0.102533,3.51165,
0.106564,3.57336,
0.110626,3.63337,
0.115316,3.70202,
0.120012,3.7738,
0.124702,3.83967,
0.129457,3.9073,
0.134264,3.97158,
0.139051,4.03489,
0.143895,4.09663,
0.149481,4.16555,
0.155055,4.23807,
0.16066,4.30671,
0.16629,4.3772,
0.171961,4.45016,
0.177637,4.53071,
0.183327,4.60834,
0.189184,4.70295,
0.195012,4.80949,
0.201856,4.94913,
0.208598,5.09464,
0.215481,5.24844,
0.222392,5.40622,
0.229322,5.56628,
0.236298,5.72672,
0.243279,5.90742,
0.250208,6.04692,
0.257224,6.1988,
0.264235,6.35147,
0.272376,6.51061,
0.2803,6.69364,
0.287617,6.89061,
0.294601,7.15163,
0.301689,7.29273,
0.308803,7.46557,
0.316035,7.64989,
0.323334,7.83379,
0.330598,8.02736,
0.337584,8.20773,
0.344653,8.37531,
0.351833,8.55087,
0.358998,8.72935,
0.366192,8.91423,
