File= Filling_Pressure.csv
Min = 0.000e+00
Max = 5.371e+01
Avg = 2.081e+01
SD = 1.465e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,5.371e+00,2.686e+00,330866,2.152e+01
2,5.371e+00,1.074e+01,8.057e+00,193034,1.291e+01
3,1.074e+01,1.611e+01,1.343e+01,152096,1.013e+01
4,1.611e+01,2.148e+01,1.880e+01,115680,7.585e+00
5,2.148e+01,2.686e+01,2.417e+01,121665,8.038e+00
6,2.686e+01,3.223e+01,2.954e+01,163041,1.093e+01
7,3.223e+01,3.760e+01,3.491e+01,178590,1.182e+01
8,3.760e+01,4.297e+01,4.028e+01,173352,1.140e+01
9,4.297e+01,4.834e+01,4.566e+01,67454,4.412e+00
10,4.834e+01,5.371e+01,5.103e+01,44522,1.266e+00
