File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.597e+01
Avg = 9.393e+00
SD = 6.637e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.597e+00,1.299e+00,183006,1.934e+01
2,2.597e+00,5.194e+00,3.896e+00,159249,1.748e+01
3,5.194e+00,7.792e+00,6.493e+00,110473,1.177e+01
4,7.792e+00,1.039e+01,9.090e+00,66446,6.876e+00
5,1.039e+01,1.299e+01,1.169e+01,100817,1.097e+01
6,1.299e+01,1.558e+01,1.428e+01,92359,1.010e+01
7,1.558e+01,1.818e+01,1.688e+01,88678,9.673e+00
8,1.818e+01,2.078e+01,1.948e+01,100074,1.062e+01
9,2.078e+01,2.337e+01,2.208e+01,58630,2.855e+00
10,2.337e+01,2.597e+01,2.467e+01,5128,3.129e-01
