File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.084e+01
Avg = 3.832e+00
SD = 1.910e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.084e+00,5.420e-01,249764,5.628e+00
2,1.084e+00,2.168e+00,1.626e+00,811827,2.042e+01
3,2.168e+00,3.252e+00,2.710e+00,677248,1.722e+01
4,3.252e+00,4.336e+00,3.794e+00,521017,1.307e+01
5,4.336e+00,5.420e+00,4.878e+00,666544,1.680e+01
6,5.420e+00,6.504e+00,5.962e+00,792508,1.993e+01
7,6.504e+00,7.588e+00,7.046e+00,231939,5.689e+00
8,7.588e+00,8.672e+00,8.130e+00,64165,9.120e-01
9,8.672e+00,9.756e+00,9.214e+00,2280,1.537e-01
10,9.756e+00,1.084e+01,1.030e+01,2880,1.795e-01
