File= Filling_Pressure.csv
Min = 0.000e+00
Max = 6.621e+01
Avg = 2.965e+01
SD = 1.932e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,6.621e+00,3.310e+00,613216,1.540e+01
2,6.621e+00,1.324e+01,9.931e+00,480307,1.245e+01
3,1.324e+01,1.986e+01,1.655e+01,443386,1.148e+01
4,1.986e+01,2.648e+01,2.317e+01,345466,8.806e+00
5,2.648e+01,3.310e+01,2.979e+01,256024,6.411e+00
6,3.310e+01,3.973e+01,3.641e+01,362051,9.332e+00
7,3.973e+01,4.635e+01,4.304e+01,368108,9.511e+00
8,4.635e+01,5.297e+01,4.966e+01,405360,1.036e+01
9,5.297e+01,5.959e+01,5.628e+01,463100,1.184e+01
10,5.959e+01,6.621e+01,6.290e+01,178382,4.401e+00
