File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.478e+01
Avg = 9.064e+00
SD = 6.605e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.478e+00,1.239e+00,113863,2.364e+01
2,2.478e+00,4.956e+00,3.717e+00,63243,1.383e+01
3,4.956e+00,7.434e+00,6.195e+00,42594,8.955e+00
4,7.434e+00,9.912e+00,8.673e+00,33687,7.066e+00
5,9.912e+00,1.239e+01,1.115e+01,40253,8.487e+00
6,1.239e+01,1.487e+01,1.363e+01,57455,1.244e+01
7,1.487e+01,1.735e+01,1.611e+01,64541,1.360e+01
8,1.735e+01,1.982e+01,1.859e+01,39411,8.115e+00
9,1.982e+01,2.230e+01,2.106e+01,43741,3.141e+00
10,2.230e+01,2.478e+01,2.354e+01,4296,7.302e-01
