File= Filling_Pressure.csv
Min = 0.000e+00
Max = 6.104e+01
Avg = 2.626e+01
SD = 1.806e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,6.104e+00,3.052e+00,750714,1.899e+01
2,6.104e+00,1.221e+01,9.156e+00,436958,1.131e+01
3,1.221e+01,1.831e+01,1.526e+01,417247,1.084e+01
4,1.831e+01,2.442e+01,2.137e+01,304619,7.694e+00
5,2.442e+01,3.052e+01,2.747e+01,255738,6.411e+00
6,3.052e+01,3.663e+01,3.357e+01,387768,1.003e+01
7,3.663e+01,4.273e+01,3.968e+01,385382,9.970e+00
8,4.273e+01,4.883e+01,4.578e+01,396501,1.022e+01
9,4.883e+01,5.494e+01,5.189e+01,445015,1.124e+01
10,5.494e+01,6.104e+01,5.799e+01,135458,3.295e+00
