File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.553e+01
Avg = 1.483e+01
SD = 1.069e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.553e+00,1.777e+00,149518,2.184e+01
2,3.553e+00,7.107e+00,5.330e+00,89211,1.359e+01
3,7.107e+00,1.066e+01,8.884e+00,55211,8.198e+00
4,1.066e+01,1.421e+01,1.244e+01,38494,5.706e+00
5,1.421e+01,1.777e+01,1.599e+01,37802,5.566e+00
6,1.777e+01,2.132e+01,1.954e+01,49925,7.392e+00
7,2.132e+01,2.487e+01,2.310e+01,82686,1.244e+01
8,2.487e+01,2.843e+01,2.665e+01,98469,1.469e+01
9,2.843e+01,3.198e+01,3.020e+01,56194,8.358e+00
10,3.198e+01,3.553e+01,3.376e+01,40074,2.215e+00
