File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.218e+01
Avg = 4.020e+00
SD = 2.478e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.218e+00,6.091e-01,600208,1.626e+01
2,1.218e+00,2.437e+00,1.827e+00,616390,1.891e+01
3,2.437e+00,3.655e+00,3.046e+00,428504,1.244e+01
4,3.655e+00,4.873e+00,4.264e+00,381024,1.094e+01
5,4.873e+00,6.091e+00,5.482e+00,515733,1.491e+01
6,6.091e+00,7.310e+00,6.701e+00,606719,1.782e+01
7,7.310e+00,8.528e+00,7.919e+00,211576,6.275e+00
8,8.528e+00,9.746e+00,9.137e+00,91024,1.975e+00
9,9.746e+00,1.096e+01,1.036e+01,11162,2.516e-01
10,1.096e+01,1.218e+01,1.157e+01,2880,2.106e-01
