File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.738e+01
Avg = 2.037e+01
SD = 1.364e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.738e+00,2.369e+00,802076,1.788e+01
2,4.738e+00,9.475e+00,7.107e+00,536396,1.255e+01
3,9.475e+00,1.421e+01,1.184e+01,480699,1.133e+01
4,1.421e+01,1.895e+01,1.658e+01,325974,7.275e+00
5,1.895e+01,2.369e+01,2.132e+01,286276,6.325e+00
6,2.369e+01,2.843e+01,2.606e+01,436109,1.020e+01
7,2.843e+01,3.316e+01,3.080e+01,445043,1.036e+01
8,3.316e+01,3.790e+01,3.553e+01,463629,1.066e+01
9,3.790e+01,4.264e+01,4.027e+01,473422,1.081e+01
10,4.264e+01,4.738e+01,4.501e+01,126792,2.614e+00
