File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.663e+01
Avg = 1.456e+01
SD = 1.026e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.663e+00,1.832e+00,146528,2.141e+01
2,3.663e+00,7.326e+00,5.495e+00,104467,1.587e+01
3,7.326e+00,1.099e+01,9.158e+00,54221,8.037e+00
4,1.099e+01,1.465e+01,1.282e+01,39464,5.818e+00
5,1.465e+01,1.832e+01,1.648e+01,43268,6.393e+00
6,1.832e+01,2.198e+01,2.015e+01,64172,9.556e+00
7,2.198e+01,2.564e+01,2.381e+01,86775,1.317e+01
8,2.564e+01,2.930e+01,2.747e+01,91029,1.345e+01
9,2.930e+01,3.297e+01,3.114e+01,36874,4.933e+00
10,3.297e+01,3.663e+01,3.480e+01,30786,1.364e+00
