File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.874e+01
Avg = 6.309e+00
SD = 4.151e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.874e+00,9.370e-01,214144,1.794e+01
2,1.874e+00,3.748e+00,2.811e+00,213070,1.898e+01
3,3.748e+00,5.622e+00,4.685e+00,133148,1.161e+01
4,5.622e+00,7.496e+00,6.559e+00,117158,1.015e+01
5,7.496e+00,9.370e+00,8.433e+00,145498,1.282e+01
6,9.370e+00,1.124e+01,1.031e+01,165656,1.448e+01
7,1.124e+01,1.312e+01,1.218e+01,105278,9.142e+00
8,1.312e+01,1.499e+01,1.405e+01,43336,3.664e+00
9,1.499e+01,1.687e+01,1.593e+01,40252,9.960e-01
10,1.687e+01,1.874e+01,1.780e+01,4032,2.172e-01
