File= Filling_Pressure.csv
Min = 0.000e+00
Max = 5.687e+01
Avg = 2.462e+01
SD = 1.686e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,5.687e+00,2.844e+00,643642,1.843e+01
2,5.687e+00,1.137e+01,8.531e+00,384680,1.150e+01
3,1.137e+01,1.706e+01,1.422e+01,366702,1.103e+01
4,1.706e+01,2.275e+01,1.991e+01,270953,7.742e+00
5,2.275e+01,2.844e+01,2.559e+01,224135,6.254e+00
6,2.844e+01,3.412e+01,3.128e+01,338675,1.006e+01
7,3.412e+01,3.981e+01,3.697e+01,337347,1.003e+01
8,3.981e+01,4.550e+01,4.265e+01,352428,1.023e+01
9,4.550e+01,5.118e+01,4.834e+01,366690,1.090e+01
10,5.118e+01,5.687e+01,5.403e+01,133016,3.838e+00
