File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.604e+01
Avg = 9.472e+00
SD = 6.901e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.604e+00,1.302e+00,227566,2.437e+01
2,2.604e+00,5.208e+00,3.906e+00,122078,1.371e+01
3,5.208e+00,7.812e+00,6.510e+00,79024,8.590e+00
4,7.812e+00,1.042e+01,9.114e+00,66572,7.128e+00
5,1.042e+01,1.302e+01,1.172e+01,77450,8.356e+00
6,1.302e+01,1.562e+01,1.432e+01,106451,1.183e+01
7,1.562e+01,1.823e+01,1.693e+01,132435,1.448e+01
8,1.823e+01,2.083e+01,1.953e+01,75056,8.215e+00
9,2.083e+01,2.344e+01,2.213e+01,52262,2.935e+00
10,2.344e+01,2.604e+01,2.474e+01,11250,3.911e-01
