File= Filling_Pressure.csv
Min = 0.000e+00
Max = 5.196e+01
Avg = 2.122e+01
SD = 1.355e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,5.196e+00,2.598e+00,211014,1.346e+01
2,5.196e+00,1.039e+01,7.794e+00,243079,1.623e+01
3,1.039e+01,1.559e+01,1.299e+01,199470,1.337e+01
4,1.559e+01,2.078e+01,1.819e+01,137453,9.010e+00
5,2.078e+01,2.598e+01,2.338e+01,128229,8.477e+00
6,2.598e+01,3.118e+01,2.858e+01,153289,1.026e+01
7,3.118e+01,3.637e+01,3.377e+01,161155,1.067e+01
8,3.637e+01,4.157e+01,3.897e+01,168621,1.113e+01
9,4.157e+01,4.676e+01,4.417e+01,87080,5.734e+00
10,4.676e+01,5.196e+01,4.936e+01,50910,1.665e+00
