File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.346e+01
Avg = 4.517e+00
SD = 3.232e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.346e+00,6.729e-01,115689,2.260e+01
2,1.346e+00,2.691e+00,2.019e+00,89174,1.829e+01
3,2.691e+00,4.037e+00,3.364e+00,41340,8.063e+00
4,4.037e+00,5.383e+00,4.710e+00,36079,6.905e+00
5,5.383e+00,6.729e+00,6.056e+00,63655,1.282e+01
6,6.729e+00,8.074e+00,7.401e+00,63647,1.309e+01
7,8.074e+00,9.420e+00,8.747e+00,65032,1.276e+01
8,9.420e+00,1.077e+01,1.009e+01,33548,4.327e+00
9,1.077e+01,1.211e+01,1.144e+01,21740,8.200e-01
10,1.211e+01,1.346e+01,1.278e+01,2880,3.332e-01
