File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.795e+01
Avg = 1.019e+01
SD = 7.384e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.795e+00,1.398e+00,225694,2.395e+01
2,2.795e+00,5.591e+00,4.193e+00,124253,1.393e+01
3,5.591e+00,8.386e+00,6.988e+00,82128,8.833e+00
4,8.386e+00,1.118e+01,9.784e+00,66439,6.992e+00
5,1.118e+01,1.398e+01,1.258e+01,80375,8.602e+00
6,1.398e+01,1.677e+01,1.537e+01,106478,1.184e+01
7,1.677e+01,1.957e+01,1.817e+01,121427,1.317e+01
8,1.957e+01,2.236e+01,2.096e+01,89471,9.608e+00
9,2.236e+01,2.516e+01,2.376e+01,61955,2.754e+00
10,2.516e+01,2.795e+01,2.656e+01,5368,3.251e-01
