File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.715e+01
Avg = 1.430e+01
SD = 1.057e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.715e+00,1.858e+00,302299,2.418e+01
2,3.715e+00,7.431e+00,5.573e+00,173567,1.421e+01
3,7.431e+00,1.115e+01,9.288e+00,97949,7.864e+00
4,1.115e+01,1.486e+01,1.300e+01,73669,5.868e+00
5,1.486e+01,1.858e+01,1.672e+01,83051,6.661e+00
6,1.858e+01,2.229e+01,2.043e+01,131318,1.065e+01
7,2.229e+01,2.601e+01,2.415e+01,139417,1.137e+01
8,2.601e+01,2.972e+01,2.786e+01,161302,1.296e+01
9,2.972e+01,3.344e+01,3.158e+01,65096,5.147e+00
10,3.344e+01,3.715e+01,3.530e+01,36784,1.079e+00
