File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.340e+01
Avg = 4.726e+00
SD = 2.621e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.340e+00,6.702e-01,47540,6.645e+00
2,1.340e+00,2.681e+00,2.011e+00,165168,2.437e+01
3,2.681e+00,4.022e+00,3.351e+00,100308,1.480e+01
4,4.022e+00,5.362e+00,4.692e+00,75102,1.096e+01
5,5.362e+00,6.702e+00,6.032e+00,99022,1.464e+01
6,6.702e+00,8.043e+00,7.373e+00,122249,1.804e+01
7,8.043e+00,9.384e+00,8.713e+00,50072,7.339e+00
8,9.384e+00,1.072e+01,1.005e+01,39021,2.673e+00
9,1.072e+01,1.206e+01,1.139e+01,11846,3.001e-01
10,1.206e+01,1.340e+01,1.273e+01,2880,2.403e-01
