File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.348e+01
Avg = 8.551e+00
SD = 5.929e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.348e+00,1.174e+00,187004,1.983e+01
2,2.348e+00,4.697e+00,3.523e+00,161976,1.818e+01
3,4.697e+00,7.045e+00,5.871e+00,85821,9.319e+00
4,7.045e+00,9.394e+00,8.219e+00,70108,7.502e+00
5,9.394e+00,1.174e+01,1.057e+01,81169,8.777e+00
6,1.174e+01,1.409e+01,1.292e+01,106355,1.189e+01
7,1.409e+01,1.644e+01,1.526e+01,130147,1.417e+01
8,1.644e+01,1.879e+01,1.761e+01,68118,7.442e+00
9,1.879e+01,2.114e+01,1.996e+01,52897,2.528e+00
10,2.114e+01,2.348e+01,2.231e+01,6549,3.622e-01
