File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.963e+01
Avg = 1.568e+01
SD = 1.086e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.963e+00,1.982e+00,318896,2.072e+01
2,3.963e+00,7.926e+00,5.945e+00,191924,1.283e+01
3,7.926e+00,1.189e+01,9.908e+00,155735,1.038e+01
4,1.189e+01,1.585e+01,1.387e+01,114242,7.492e+00
5,1.585e+01,1.982e+01,1.783e+01,118366,7.816e+00
6,1.982e+01,2.378e+01,2.180e+01,159335,1.067e+01
7,2.378e+01,2.774e+01,2.576e+01,174870,1.161e+01
8,2.774e+01,3.170e+01,2.972e+01,186310,1.224e+01
9,3.170e+01,3.567e+01,3.369e+01,74184,4.856e+00
10,3.567e+01,3.963e+01,3.765e+01,46438,1.390e+00
