Test_ID,theta1,theta2,Pt,type,panel_a_in,panel_b_in,source_dataset,source_test_id,csv_path
6x4_149,24.0,-59.0,18488.535927105037,2,6.0,4.0,6x4_curated_v1,Test_149,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_149.csv
6x4_150,15.0,-47.0,20401.415749413034,2,6.0,4.0,6x4_curated_v1,Test_150,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_150.csv
6x4_151,-66.0,-82.0,7839.469686969595,1,6.0,4.0,6x4_curated_v1,Test_151,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_151.csv
6x4_152,-23.0,-66.0,19520.730767560206,2,6.0,4.0,6x4_curated_v1,Test_152,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_152.csv
6x4_153,50.0,-62.0,14286.851173680787,1,6.0,4.0,6x4_curated_v1,Test_153,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_153.csv
6x4_154,-65.0,-65.0,10599.394286375713,1,6.0,4.0,6x4_curated_v1,Test_154,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_154.csv
6x4_155,11.0,-32.0,21032.385995143206,2,6.0,4.0,6x4_curated_v1,Test_155,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_155.csv
6x4_156,70.0,-86.0,6910.164352987085,1,6.0,4.0,6x4_curated_v1,Test_156,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_156.csv
6x4_157,78.0,-26.0,18751.314085346956,2,6.0,4.0,6x4_curated_v1,Test_157,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_157.csv
6x4_158,17.0,-43.0,20408.53420979199,2,6.0,4.0,6x4_curated_v1,Test_158,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_158.csv
6x4_159,-9.0,-4.0,17066.94834169127,3,6.0,4.0,6x4_curated_v1,Test_159,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_159.csv
6x4_160,47.0,-13.0,20665.2862093019,2,6.0,4.0,6x4_curated_v1,Test_160,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_160.csv
6x4_161,-43.0,-45.0,15352.175073884922,1,6.0,4.0,6x4_curated_v1,Test_161,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_161.csv
6x4_162,-71.0,-11.0,21339.9828165025,2,6.0,4.0,6x4_curated_v1,Test_162,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_162.csv
6x4_163,-84.0,28.0,18210.240977751277,2,6.0,4.0,6x4_curated_v1,Test_163,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_163.csv
6x4_164,-16.0,-5.0,17924.91288582107,2,6.0,4.0,6x4_curated_v1,Test_164,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_164.csv
6x4_165,-5.0,10.0,16755.293177064803,3,6.0,4.0,6x4_curated_v1,Test_165,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_165.csv
6x4_166,-61.0,-3.0,22131.98328592722,2,6.0,4.0,6x4_curated_v1,Test_166,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_166.csv
6x4_167,-4.0,-6.0,16689.115446080476,3,6.0,4.0,6x4_curated_v1,Test_167,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_167.csv
6x4_168,-5.0,-1.0,17139.540631082622,3,6.0,4.0,6x4_curated_v1,Test_168,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_168.csv
6x4_169,58.0,-70.0,11097.69246060567,1,6.0,4.0,6x4_curated_v1,Test_169,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_169.csv
6x4_170,-35.0,-50.0,15763.79095797676,2,6.0,4.0,6x4_curated_v1,Test_170,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_170.csv
6x4_171,-6.0,-18.0,17410.69431437889,3,6.0,4.0,6x4_curated_v1,Test_171,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_171.csv
6x4_172,-68.0,5.0,22001.661542988226,2,6.0,4.0,6x4_curated_v1,Test_172,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_172.csv
6x4_173,82.0,-55.0,10147.57003477745,1,6.0,4.0,6x4_curated_v1,Test_173,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_173.csv
6x4_174,-76.0,51.0,11586.020496456618,1,6.0,4.0,6x4_curated_v1,Test_174,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_174.csv
6x4_175,-73.0,85.0,6486.307386958716,1,6.0,4.0,6x4_curated_v1,Test_175,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_175.csv
6x4_176,-36.0,30.0,16882.71816026857,2,6.0,4.0,6x4_curated_v1,Test_176,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_176.csv
6x4_177,25.0,-81.0,19145.919367808307,2,6.0,4.0,6x4_curated_v1,Test_177,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_177.csv
6x4_178,27.0,63.0,17812.74790622233,2,6.0,4.0,6x4_curated_v1,Test_178,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_178.csv
6x4_179,73.0,-44.0,15042.643394652185,1,6.0,4.0,6x4_curated_v1,Test_179,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_179.csv
6x4_180,-14.0,88.0,21811.848537109374,2,6.0,4.0,6x4_curated_v1,Test_180,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_180.csv
6x4_181,88.0,45.0,12392.318254241229,2,6.0,4.0,6x4_curated_v1,Test_181,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_181.csv
6x4_182,-14.0,42.0,20666.746430570336,2,6.0,4.0,6x4_curated_v1,Test_182,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_182.csv
6x4_183,37.0,63.0,15989.98335424239,2,6.0,4.0,6x4_curated_v1,Test_183,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_183.csv
6x4_184,83.0,43.0,11956.04729499557,2,6.0,4.0,6x4_curated_v1,Test_184,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_184.csv
6x4_185,-18.0,49.0,19624.96577963115,2,6.0,4.0,6x4_curated_v1,Test_185,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_185.csv
6x4_186,-54.0,1.0,22179.04572113914,2,6.0,4.0,6x4_curated_v1,Test_186,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_186.csv
6x4_187,-47.0,-37.0,15396.657748207082,1,6.0,4.0,6x4_curated_v1,Test_187,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_187.csv
6x4_188,-40.0,56.0,15513.92063728736,1,6.0,4.0,6x4_curated_v1,Test_188,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_188.csv
6x4_189,34.0,0.0,21657.906151661224,3,6.0,4.0,6x4_curated_v1,Test_189,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_189.csv
6x4_190,-80.0,40.0,15648.583910240095,2,6.0,4.0,6x4_curated_v1,Test_190,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_190.csv
6x4_191,-75.0,6.0,21874.91778887755,2,6.0,4.0,6x4_curated_v1,Test_191,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_191.csv
6x4_192,89.0,-86.0,4973.9925900578555,1,6.0,4.0,6x4_curated_v1,Test_192,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_192.csv
6x4_193,48.0,41.0,15388.243323403005,1,6.0,4.0,6x4_curated_v1,Test_193,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_193.csv
6x4_194,-11.0,-16.0,17756.135113982586,3,6.0,4.0,6x4_curated_v1,Test_194,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_194.csv
6x4_195,12.0,71.0,21996.260955284524,2,6.0,4.0,6x4_curated_v1,Test_195,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_195.csv
6x4_196,-32.0,84.0,17519.585877242494,2,6.0,4.0,6x4_curated_v1,Test_196,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_196.csv
6x4_197,-80.0,-38.0,15893.15974336097,2,6.0,4.0,6x4_curated_v1,Test_197,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_197.csv
6x4_198,-82.0,-53.0,10577.037843011174,1,6.0,4.0,6x4_curated_v1,Test_198,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_198.csv
6x4_199,-45.0,82.0,12884.544918881533,1,6.0,4.0,6x4_curated_v1,Test_199,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_199.csv
6x4_200,88.0,-42.0,11926.17822368546,1,6.0,4.0,6x4_curated_v1,Test_200,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_200.csv
6x4_201,-73.0,-27.0,18501.122888261427,2,6.0,4.0,6x4_curated_v1,Test_201,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_201.csv
6x4_202,-24.0,-76.0,19533.891318677703,2,6.0,4.0,6x4_curated_v1,Test_202,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_202.csv
6x4_203,33.0,58.0,16486.365230660547,2,6.0,4.0,6x4_curated_v1,Test_203,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_203.csv
6x4_204,27.0,-22.0,20176.706110514904,3,6.0,4.0,6x4_curated_v1,Test_204,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_204.csv
6x4_205,-58.0,-50.0,15043.964088905863,1,6.0,4.0,6x4_curated_v1,Test_205,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_205.csv
6x4_206,4.0,90.0,10036.736432191612,2,6.0,4.0,6x4_curated_v1,Test_206,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_206.csv
6x4_207,19.0,-83.0,19995.28621372993,2,6.0,4.0,6x4_curated_v1,Test_207,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_207.csv
6x4_208,-87.0,47.0,11851.482992077586,1,6.0,4.0,6x4_curated_v1,Test_208,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_208.csv
6x4_209,58.0,-69.0,11273.829196034098,1,6.0,4.0,6x4_curated_v1,Test_209,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_209.csv
6x4_210,-10.0,23.0,18809.799572454758,3,6.0,4.0,6x4_curated_v1,Test_210,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_210.csv
6x4_211,55.0,-59.0,13099.915601604815,1,6.0,4.0,6x4_curated_v1,Test_211,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_211.csv
6x4_212,-63.0,54.0,13167.471008135466,1,6.0,4.0,6x4_curated_v1,Test_212,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_212.csv
6x4_213,67.0,-42.0,15297.196516776994,2,6.0,4.0,6x4_curated_v1,Test_213,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_213.csv
6x4_214,63.0,-14.0,21497.268914674736,2,6.0,4.0,6x4_curated_v1,Test_214,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_214.csv
6x4_215,9.0,13.0,17607.910295194793,3,6.0,4.0,6x4_curated_v1,Test_215,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_215.csv
6x4_216,-10.0,59.0,21611.4483428287,2,6.0,4.0,6x4_curated_v1,Test_216,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_216.csv
6x4_217,21.0,56.0,19024.884481113513,2,6.0,4.0,6x4_curated_v1,Test_217,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_217.csv
6x4_218,5.0,-15.0,17605.792968490783,3,6.0,4.0,6x4_curated_v1,Test_218,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_218.csv
6x4_219,-7.0,65.0,22026.789682494044,2,6.0,4.0,6x4_curated_v1,Test_219,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_219.csv
6x4_220,14.0,-23.0,19382.372791549784,3,6.0,4.0,6x4_curated_v1,Test_220,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_220.csv
6x4_221,74.0,-56.0,10787.729413537414,1,6.0,4.0,6x4_curated_v1,Test_221,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_221.csv
6x4_222,7.0,-80.0,21951.63874377695,2,6.0,4.0,6x4_curated_v1,Test_222,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_222.csv
6x4_223,-78.0,-48.0,12156.378780918145,1,6.0,4.0,6x4_curated_v1,Test_223,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_223.csv
6x4_224,-4.0,-43.0,21078.173809356336,2,6.0,4.0,6x4_curated_v1,Test_224,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_224.csv
6x4_225,2.0,-73.0,22317.9362294314,2,6.0,4.0,6x4_curated_v1,Test_225,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_225.csv
6x4_226,-42.0,80.0,12651.832225226417,1,6.0,4.0,6x4_curated_v1,Test_226,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_226.csv
6x4_227,-42.0,-6.0,22052.64681319117,2,6.0,4.0,6x4_curated_v1,Test_227,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_227.csv
6x4_228,60.0,-31.0,16621.60805151021,2,6.0,4.0,6x4_curated_v1,Test_228,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_228.csv
6x4_229,42.0,86.0,12126.526532711148,1,6.0,4.0,6x4_curated_v1,Test_229,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_229.csv
6x4_230,-44.0,-30.0,16287.154204140936,2,6.0,4.0,6x4_curated_v1,Test_230,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_230.csv
6x4_231,-69.0,24.0,19224.879870378172,2,6.0,4.0,6x4_curated_v1,Test_231,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_231.csv
6x4_232,-8.0,-27.0,20104.036356437533,3,6.0,4.0,6x4_curated_v1,Test_232,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_232.csv
6x4_233,61.0,-20.0,19915.969943875163,2,6.0,4.0,6x4_curated_v1,Test_233,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_233.csv
6x4_234,-49.0,-40.0,15308.929501320623,1,6.0,4.0,6x4_curated_v1,Test_234,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_234.csv
6x4_235,-62.0,7.0,21835.9882752521,2,6.0,4.0,6x4_curated_v1,Test_235,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_235.csv
6x4_236,16.0,-57.0,21051.064603649524,2,6.0,4.0,6x4_curated_v1,Test_236,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_236.csv
6x4_237,-32.0,66.0,16872.448392359238,2,6.0,4.0,6x4_curated_v1,Test_237,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_237.csv
6x4_238,64.0,-22.0,19034.095052135843,2,6.0,4.0,6x4_curated_v1,Test_238,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_238.csv
6x4_239,30.0,17.0,19618.95197201205,3,6.0,4.0,6x4_curated_v1,Test_239,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_239.csv
6x4_240,53.0,26.0,17734.917223634024,2,6.0,4.0,6x4_curated_v1,Test_240,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_240.csv
6x4_241,13.0,6.0,17461.919738302284,3,6.0,4.0,6x4_curated_v1,Test_241,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_241.csv
6x4_242,-31.0,60.0,17180.947617492322,2,6.0,4.0,6x4_curated_v1,Test_242,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_242.csv
6x4_243,-63.0,-63.0,11471.812100818797,1,6.0,4.0,6x4_curated_v1,Test_243,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_243.csv
6x4_244,85.0,-58.0,9219.000408770862,1,6.0,4.0,6x4_curated_v1,Test_244,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_244.csv
6x4_245,-34.0,-14.0,19881.196425051658,2,6.0,4.0,6x4_curated_v1,Test_245,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_245.csv
6x4_246,60.0,61.0,12071.324130888881,1,6.0,4.0,6x4_curated_v1,Test_246,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_246.csv
6x4_247,-83.0,78.0,5902.682443111473,1,6.0,4.0,6x4_curated_v1,Test_247,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_247.csv
6x4_248,6.0,27.0,19351.973849259746,3,6.0,4.0,6x4_curated_v1,Test_248,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_248.csv
6x4_249,6.0,16.0,17597.91997942234,3,6.0,4.0,6x4_curated_v1,Test_249,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_249.csv
6x4_250,-47.0,64.0,15084.932570751116,1,6.0,4.0,6x4_curated_v1,Test_250,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_250.csv
6x4_251,-69.0,0.0,22172.860475327252,2,6.0,4.0,6x4_curated_v1,Test_251,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_251.csv
6x4_252,-82.0,-45.0,12769.51346224902,1,6.0,4.0,6x4_curated_v1,Test_252,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_252.csv
6x4_253,56.0,-34.0,16106.740025738418,2,6.0,4.0,6x4_curated_v1,Test_253,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_253.csv
6x4_254,-75.0,-17.0,21039.167923651,2,6.0,4.0,6x4_curated_v1,Test_254,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_254.csv
6x4_255,32.0,-60.0,16913.702942077303,2,6.0,4.0,6x4_curated_v1,Test_255,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_255.csv
6x4_256,-25.0,-11.0,19397.504730784083,3,6.0,4.0,6x4_curated_v1,Test_256,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_256.csv
6x4_257,65.0,80.0,8200.740123507769,1,6.0,4.0,6x4_curated_v1,Test_257,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_257.csv
6x4_258,54.0,-18.0,20314.08596558775,2,6.0,4.0,6x4_curated_v1,Test_258,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_258.csv
6x4_259,-6.0,38.0,22505.43002054607,2,6.0,4.0,6x4_curated_v1,Test_259,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_259.csv
6x4_260,-50.0,68.0,12955.989049221287,1,6.0,4.0,6x4_curated_v1,Test_260,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_260.csv
6x4_261,-14.0,-28.0,21004.782456813682,2,6.0,4.0,6x4_curated_v1,Test_261,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_261.csv
6x4_262,-57.0,76.0,10329.062946712249,1,6.0,4.0,6x4_curated_v1,Test_262,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_262.csv
6x4_263,-24.0,2.0,19691.9189183975,3,6.0,4.0,6x4_curated_v1,Test_263,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_263.csv
6x4_264,87.0,-65.0,7704.507732738949,1,6.0,4.0,6x4_curated_v1,Test_264,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_264.csv
6x4_265,-25.0,-84.0,19292.212069492394,2,6.0,4.0,6x4_curated_v1,Test_265,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_265.csv
6x4_266,-26.0,-39.0,17615.15288396271,2,6.0,4.0,6x4_curated_v1,Test_266,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_266.csv
6x4_267,-33.0,-46.0,15968.063155630864,2,6.0,4.0,6x4_curated_v1,Test_267,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_267.csv
6x4_268,-59.0,29.0,17341.88221619938,2,6.0,4.0,6x4_curated_v1,Test_268,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_268.csv
6x4_269,-60.0,60.0,12357.183283795895,1,6.0,4.0,6x4_curated_v1,Test_269,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_269.csv
6x4_270,10.0,76.0,21611.960588256665,2,6.0,4.0,6x4_curated_v1,Test_270,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_270.csv
6x4_271,-30.0,50.0,16678.592083709733,2,6.0,4.0,6x4_curated_v1,Test_271,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_271.csv
6x4_272,72.0,69.0,8556.787257813003,1,6.0,4.0,6x4_curated_v1,Test_272,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_272.csv
6x4_273,81.0,62.0,8656.637987841574,1,6.0,4.0,6x4_curated_v1,Test_273,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_273.csv
6x4_274,30.0,-25.0,19052.604303117045,2,6.0,4.0,6x4_curated_v1,Test_274,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_274.csv
6x4_275,80.0,-20.0,20254.760134148695,2,6.0,4.0,6x4_curated_v1,Test_275,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_275.csv
6x4_276,-88.0,70.0,6779.553781179912,1,6.0,4.0,6x4_curated_v1,Test_276,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_276.csv
6x4_277,57.0,88.0,9385.134860089873,1,6.0,4.0,6x4_curated_v1,Test_277,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_277.csv
6x4_278,18.0,78.0,20206.486064621356,2,6.0,4.0,6x4_curated_v1,Test_278,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_278.csv
6x4_279,-88.0,-89.0,4910.86792918435,1,6.0,4.0,6x4_curated_v1,Test_279,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_279.csv
6x4_280,-31.0,-12.0,20750.043732987455,3,6.0,4.0,6x4_curated_v1,Test_280,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_280.csv
6x4_281,-72.0,-17.0,21030.65079267539,2,6.0,4.0,6x4_curated_v1,Test_281,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_281.csv
6x4_282,25.0,-74.0,18957.25163945338,2,6.0,4.0,6x4_curated_v1,Test_282,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_282.csv
6x4_283,34.0,-21.0,19009.848796371974,2,6.0,4.0,6x4_curated_v1,Test_283,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_283.csv
6x4_284,16.0,16.0,18518.32541803028,3,6.0,4.0,6x4_curated_v1,Test_284,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_284.csv
6x4_285,-21.0,55.0,19079.6016532544,2,6.0,4.0,6x4_curated_v1,Test_285,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_285.csv
6x4_286,40.0,-87.0,12552.935520450395,1,6.0,4.0,6x4_curated_v1,Test_286,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_286.csv
6x4_287,-77.0,22.0,19849.465707642335,2,6.0,4.0,6x4_curated_v1,Test_287,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_287.csv
6x4_288,37.0,70.0,16209.397827074268,2,6.0,4.0,6x4_curated_v1,Test_288,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_288.csv
6x4_289,-9.0,44.0,21690.846366785077,2,6.0,4.0,6x4_curated_v1,Test_289,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_289.csv
6x4_290,20.0,-82.0,20429.775187642066,2,6.0,4.0,6x4_curated_v1,Test_290,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_290.csv
6x4_291,26.0,5.0,19104.838989224707,3,6.0,4.0,6x4_curated_v1,Test_291,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_291.csv
6x4_292,71.0,-88.0,6673.224529845868,1,6.0,4.0,6x4_curated_v1,Test_292,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_292.csv
6x4_293,-28.0,11.0,19825.369609052064,3,6.0,4.0,6x4_curated_v1,Test_293,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_293.csv
6x4_294,-71.0,-57.0,10910.039753327488,1,6.0,4.0,6x4_curated_v1,Test_294,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_294.csv
6x4_295,-84.0,-9.0,21533.987799605206,2,6.0,4.0,6x4_curated_v1,Test_295,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_295.csv
6x4_296,-48.0,82.0,11897.097229080318,1,6.0,4.0,6x4_curated_v1,Test_296,data/datasets/DD_cases_2_3_4_curated_v1/Case4/csv_load/force_disp_Test_296.csv
