File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.081e+01
Avg = 1.225e+01
SD = 8.787e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.081e+00,1.541e+00,153149,2.242e+01
2,3.081e+00,6.163e+00,4.622e+00,94547,1.437e+01
3,6.163e+00,9.244e+00,7.703e+00,54802,8.120e+00
4,9.244e+00,1.233e+01,1.078e+01,39630,5.852e+00
5,1.233e+01,1.541e+01,1.387e+01,42410,6.270e+00
6,1.541e+01,1.849e+01,1.695e+01,62399,9.288e+00
7,1.849e+01,2.157e+01,2.003e+01,88407,1.340e+01
8,2.157e+01,2.465e+01,2.311e+01,92706,1.371e+01
9,2.465e+01,2.773e+01,2.619e+01,38776,5.215e+00
10,2.773e+01,3.081e+01,2.927e+01,30758,1.360e+00
