File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.291e+01
Avg = 7.806e+00
SD = 5.764e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.291e+00,1.146e+00,223996,2.375e+01
2,2.291e+00,4.583e+00,3.437e+00,156105,1.739e+01
3,4.583e+00,6.874e+00,5.728e+00,79759,8.501e+00
4,6.874e+00,9.165e+00,8.020e+00,70735,7.479e+00
5,9.165e+00,1.146e+01,1.031e+01,94851,1.036e+01
6,1.146e+01,1.375e+01,1.260e+01,99622,1.106e+01
7,1.375e+01,1.604e+01,1.489e+01,122498,1.310e+01
8,1.604e+01,1.833e+01,1.718e+01,57614,6.220e+00
9,1.833e+01,2.062e+01,1.948e+01,53488,1.826e+00
10,2.062e+01,2.291e+01,2.177e+01,4920,3.087e-01
