File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.857e+01
Avg = 6.480e+00
SD = 3.946e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.857e+00,9.285e-01,97942,9.804e+00
2,1.857e+00,3.714e+00,2.786e+00,233804,2.499e+01
3,3.714e+00,5.571e+00,4.643e+00,125269,1.318e+01
4,5.571e+00,7.428e+00,6.500e+00,95497,9.893e+00
5,7.428e+00,9.285e+00,8.357e+00,114014,1.197e+01
6,9.285e+00,1.114e+01,1.021e+01,147883,1.578e+01
7,1.114e+01,1.300e+01,1.207e+01,90877,9.670e+00
8,1.300e+01,1.486e+01,1.393e+01,47814,3.832e+00
9,1.486e+01,1.671e+01,1.579e+01,30868,6.230e-01
10,1.671e+01,1.857e+01,1.764e+01,4032,2.566e-01
