File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.661e+01
Avg = 2.016e+01
SD = 1.378e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.661e+00,2.331e+00,578396,1.863e+01
2,4.661e+00,9.322e+00,6.992e+00,349430,1.175e+01
3,9.322e+00,1.398e+01,1.165e+01,331886,1.125e+01
4,1.398e+01,1.864e+01,1.631e+01,223364,7.140e+00
5,1.864e+01,2.331e+01,2.098e+01,184260,5.799e+00
6,2.331e+01,2.797e+01,2.564e+01,301319,1.006e+01
7,2.797e+01,3.263e+01,3.030e+01,307757,1.032e+01
8,3.263e+01,3.729e+01,3.496e+01,321447,1.058e+01
9,3.729e+01,4.195e+01,3.962e+01,333751,1.112e+01
10,4.195e+01,4.661e+01,4.428e+01,113206,3.358e+00
