File= Filling_Pressure.csv
Min = 0.000e+00
Max = 5.126e+01
Avg = 2.193e+01
SD = 1.518e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,5.126e+00,2.563e+00,676902,1.943e+01
2,5.126e+00,1.025e+01,7.688e+00,382420,1.143e+01
3,1.025e+01,1.538e+01,1.281e+01,362799,1.092e+01
4,1.538e+01,2.050e+01,1.794e+01,254503,7.217e+00
5,2.050e+01,2.563e+01,2.306e+01,224289,6.293e+00
6,2.563e+01,3.075e+01,2.819e+01,339506,1.013e+01
7,3.075e+01,3.588e+01,3.332e+01,338149,1.007e+01
8,3.588e+01,4.100e+01,3.844e+01,353360,1.032e+01
9,4.100e+01,4.613e+01,4.357e+01,370772,1.086e+01
10,4.613e+01,5.126e+01,4.869e+01,115568,3.329e+00
