File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.151e+01
Avg = 1.254e+01
SD = 7.888e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.151e+00,1.575e+00,109293,1.169e+01
2,3.151e+00,6.302e+00,4.726e+00,192277,2.112e+01
3,6.302e+00,9.453e+00,7.877e+00,94896,1.041e+01
4,9.453e+00,1.260e+01,1.103e+01,73079,7.975e+00
5,1.260e+01,1.575e+01,1.418e+01,75124,8.192e+00
6,1.575e+01,1.891e+01,1.733e+01,101700,1.113e+01
7,1.891e+01,2.206e+01,2.048e+01,152457,1.671e+01
8,2.206e+01,2.521e+01,2.363e+01,78446,8.561e+00
9,2.521e+01,2.836e+01,2.678e+01,40499,3.446e+00
10,2.836e+01,3.151e+01,2.993e+01,22361,7.549e-01
