File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 57 : V03FAM_G08_P02 (MPa),
0.000776153,0.00149568,
0.00211795,0.000130149,
0.00361551,0.00831902,
0.00506041,0.00227113,
0.00649096,0.410792,
0.00796999,1.06809,
0.00926352,1.91977,
0.00974926,1.64775,
0.0102672,1.58319,
0.0108167,1.58427,
0.0113806,1.59107,
0.0120338,1.61432,
0.012645,1.59163,
0.0133037,1.66556,
0.0140741,1.72556,
0.0149961,1.78218,
0.015943,1.82619,
0.0169284,1.85452,
0.0179334,1.88397,
0.0191219,1.93862,
0.0203044,1.97603,
0.0216926,2.02269,
0.0230808,2.05918,
0.0244788,2.09052,
0.0258825,2.11908,
0.0275354,2.15659,
0.0291849,2.1566,
0.0308062,2.22071,
0.0327392,2.22578,
0.0346387,2.26105,
0.0365444,2.31577,
0.0385005,2.31783,
0.0404313,2.34516,
0.0426761,2.37424,
0.0449167,2.4034,
0.0471711,2.43042,
0.049438,2.45477,
0.051709,2.47752,
0.0543781,2.50393,
0.0570469,2.5293,
0.0597315,2.55287,
0.0624219,2.57528,
0.0651271,2.59676,
0.0678342,2.61768,
0.0710116,2.6414,
0.0741845,2.66559,
0.0773746,2.6883,
0.0805836,2.71025,
0.0838092,2.73236,
0.0869847,2.75458,
0.090215,2.77311,
0.09401,2.7953,
0.0977923,2.81798,
0.101583,2.84023,
0.10539,2.86177,
0.109228,2.88225,
0.113086,2.90237,
0.116957,2.92191,
0.120831,2.94138,
0.125356,2.96687,
0.129982,2.98322,
0.134536,3.00591,
0.139085,3.02731,
0.143631,3.04776,
0.148177,3.06745,
0.152756,3.08683,
0.15735,3.10529,
0.161958,3.12351,
0.166526,3.14421,
0.170897,3.16834,
0.175941,3.20407,
0.181094,3.23178,
0.18631,3.25668,
0.191542,3.2812,
0.196792,3.30213,
0.201921,3.33213,
0.207189,3.35396,
0.212512,3.37291,
0.217704,3.40062,
0.223038,3.4195,
0.22827,3.44452,
0.233507,3.46836,
0.238767,3.49098,
0.244052,3.51259,
0.249348,3.53434,
0.254667,3.55529,
0.26003,3.57623,
0.265403,3.59663,
0.270783,3.61651,
0.276168,3.63677,
0.281565,3.65673,
0.286977,3.67682,
0.292413,3.69637,
0.297853,3.71577,
0.303283,3.73505,
0.308734,3.75392,
0.314192,3.77299,
0.320565,3.79477,
