File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.250e+01
Avg = 1.278e+01
SD = 9.137e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.250e+00,1.625e+00,198050,2.097e+01
2,3.250e+00,6.501e+00,4.875e+00,137202,1.506e+01
3,6.501e+00,9.751e+00,8.126e+00,94083,1.015e+01
4,9.751e+00,1.300e+01,1.138e+01,52943,5.445e+00
5,1.300e+01,1.625e+01,1.463e+01,68624,7.209e+00
6,1.625e+01,1.950e+01,1.788e+01,98398,1.082e+01
7,1.950e+01,2.275e+01,2.113e+01,95615,1.043e+01
8,2.275e+01,2.600e+01,2.438e+01,104703,1.139e+01
9,2.600e+01,2.925e+01,2.763e+01,92796,7.975e+00
10,2.925e+01,3.250e+01,3.088e+01,22446,5.475e-01
