File= Filling_Pressure.csv
Min = 0.000e+00
Max = 5.242e+01
Avg = 2.205e+01
SD = 1.559e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,5.242e+00,2.621e+00,224976,2.029e+01
2,5.242e+00,1.048e+01,7.863e+00,135898,1.273e+01
3,1.048e+01,1.573e+01,1.310e+01,110812,1.031e+01
4,1.573e+01,2.097e+01,1.835e+01,67530,6.125e+00
5,2.097e+01,2.621e+01,2.359e+01,64042,5.802e+00
6,2.621e+01,3.145e+01,2.883e+01,90443,8.331e+00
7,3.145e+01,3.669e+01,3.407e+01,124809,1.169e+01
8,3.669e+01,4.193e+01,3.931e+01,141290,1.287e+01
9,4.193e+01,4.718e+01,4.456e+01,101326,9.377e+00
10,4.718e+01,5.242e+01,4.980e+01,52418,2.478e+00
