File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.206e+01
Avg = 3.899e+00
SD = 2.419e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.206e+00,6.028e-01,597108,1.621e+01
2,1.206e+00,2.411e+00,1.808e+00,653800,1.995e+01
3,2.411e+00,3.616e+00,3.014e+00,436574,1.266e+01
4,3.616e+00,4.822e+00,4.219e+00,399522,1.149e+01
5,4.822e+00,6.028e+00,5.425e+00,546445,1.592e+01
6,6.028e+00,7.233e+00,6.630e+00,526285,1.541e+01
7,7.233e+00,8.439e+00,7.836e+00,196109,5.798e+00
8,8.439e+00,9.644e+00,9.041e+00,90648,2.046e+00
9,9.644e+00,1.085e+01,1.025e+01,15849,3.021e-01
10,1.085e+01,1.206e+01,1.145e+01,2880,2.106e-01
