File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.432e+01
Avg = 8.550e+00
SD = 5.663e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.432e+00,1.216e+00,168468,1.847e+01
2,2.432e+00,4.864e+00,3.648e+00,167138,1.884e+01
3,4.864e+00,7.296e+00,6.080e+00,86818,9.697e+00
4,7.296e+00,9.728e+00,8.512e+00,77150,8.607e+00
5,9.728e+00,1.216e+01,1.094e+01,90207,1.005e+01
6,1.216e+01,1.459e+01,1.338e+01,150225,1.672e+01
7,1.459e+01,1.702e+01,1.581e+01,99920,1.141e+01
8,1.702e+01,1.946e+01,1.824e+01,42737,4.713e+00
9,1.946e+01,2.189e+01,2.067e+01,36681,1.218e+00
10,2.189e+01,2.432e+01,2.310e+01,4032,2.697e-01
