File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.900e+01
Avg = 6.477e+00
SD = 4.668e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.900e+00,9.502e-01,207520,2.193e+01
2,1.900e+00,3.801e+00,2.851e+00,168663,1.879e+01
3,3.801e+00,5.701e+00,4.751e+00,85677,9.125e+00
4,5.701e+00,7.602e+00,6.651e+00,73513,7.786e+00
5,7.602e+00,9.502e+00,8.552e+00,97123,1.064e+01
6,9.502e+00,1.140e+01,1.045e+01,99636,1.104e+01
7,1.140e+01,1.330e+01,1.235e+01,120850,1.291e+01
8,1.330e+01,1.520e+01,1.425e+01,54192,5.842e+00
9,1.520e+01,1.710e+01,1.615e+01,51798,1.629e+00
10,1.710e+01,1.900e+01,1.805e+01,4616,2.930e-01
