File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.225e+01
Avg = 4.568e+00
SD = 2.319e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.225e+00,6.126e-01,252698,5.621e+00
2,1.225e+00,2.450e+00,1.838e+00,767854,1.852e+01
3,2.450e+00,3.676e+00,3.063e+00,688540,1.725e+01
4,3.676e+00,4.901e+00,4.288e+00,490543,1.192e+01
5,4.901e+00,6.126e+00,5.513e+00,555203,1.359e+01
6,6.126e+00,7.351e+00,6.739e+00,887633,2.177e+01
7,7.351e+00,8.576e+00,7.964e+00,366538,8.851e+00
8,8.576e+00,9.802e+00,9.189e+00,116708,2.112e+00
9,9.802e+00,1.103e+01,1.041e+01,7784,1.848e-01
10,1.103e+01,1.225e+01,1.164e+01,2880,1.708e-01
