File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.538e+01
Avg = 1.003e+01
SD = 7.193e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.538e+00,1.269e+00,108895,2.255e+01
2,2.538e+00,5.076e+00,3.807e+00,57900,1.271e+01
3,5.076e+00,7.615e+00,6.345e+00,42514,8.987e+00
4,7.615e+00,1.015e+01,8.884e+00,30967,6.480e+00
5,1.015e+01,1.269e+01,1.142e+01,33374,7.000e+00
6,1.269e+01,1.523e+01,1.396e+01,48650,1.040e+01
7,1.523e+01,1.777e+01,1.650e+01,57865,1.250e+01
8,1.777e+01,2.031e+01,1.904e+01,61631,1.292e+01
9,2.031e+01,2.284e+01,2.157e+01,40749,5.195e+00
10,2.284e+01,2.538e+01,2.411e+01,20539,1.244e+00
