File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.347e+01
Avg = 7.687e+00
SD = 5.457e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.347e+00,1.173e+00,290068,2.298e+01
2,2.347e+00,4.694e+00,3.520e+00,183874,1.520e+01
3,4.694e+00,7.041e+00,5.867e+00,141646,1.142e+01
4,7.041e+00,9.388e+00,8.214e+00,131991,1.046e+01
5,9.388e+00,1.173e+01,1.056e+01,137128,1.125e+01
6,1.173e+01,1.408e+01,1.291e+01,164899,1.304e+01
7,1.408e+01,1.643e+01,1.525e+01,124390,1.025e+01
8,1.643e+01,1.878e+01,1.760e+01,51253,4.114e+00
9,1.878e+01,2.112e+01,1.995e+01,51387,1.106e+00
10,2.112e+01,2.347e+01,2.230e+01,4032,1.913e-01
