File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.393e+01
Avg = 1.910e+01
SD = 1.346e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.393e+00,2.196e+00,139524,1.967e+01
2,4.393e+00,8.786e+00,6.589e+00,85284,1.269e+01
3,8.786e+00,1.318e+01,1.098e+01,70512,1.035e+01
4,1.318e+01,1.757e+01,1.538e+01,40578,5.870e+00
5,1.757e+01,2.196e+01,1.977e+01,37603,5.409e+00
6,2.196e+01,2.636e+01,2.416e+01,49515,7.072e+00
7,2.636e+01,3.075e+01,2.855e+01,76807,1.121e+01
8,3.075e+01,3.514e+01,3.295e+01,86564,1.260e+01
9,3.514e+01,3.954e+01,3.734e+01,77421,1.138e+01
10,3.954e+01,4.393e+01,4.173e+01,55600,3.756e+00
