File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.833e+01
Avg = 1.563e+01
SD = 1.124e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.833e+00,1.917e+00,151574,2.149e+01
2,3.833e+00,7.667e+00,5.750e+00,88602,1.319e+01
3,7.667e+00,1.150e+01,9.584e+00,66806,9.729e+00
4,1.150e+01,1.533e+01,1.342e+01,40702,5.868e+00
5,1.533e+01,1.917e+01,1.725e+01,43502,6.236e+00
6,1.917e+01,2.300e+01,2.108e+01,68090,9.936e+00
7,2.300e+01,2.683e+01,2.492e+01,77328,1.151e+01
8,2.683e+01,3.067e+01,2.875e+01,83138,1.199e+01
9,3.067e+01,3.450e+01,3.258e+01,55156,7.834e+00
10,3.450e+01,3.833e+01,3.642e+01,44510,2.218e+00
