File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 58 : V03FAM_G08_P03 (MPa),
0.000876952,0.00135791,
0.0023768,6.6153e-05,
0.00403289,0.00783888,
0.00559782,0.0019537,
0.00710876,0.381443,
0.00864545,0.990397,
0.00998515,1.83598,
0.0105588,1.54611,
0.0111498,1.49883,
0.0117857,1.49505,
0.012411,1.50076,
0.0131346,1.48451,
0.0137939,1.53974,
0.0145392,1.59567,
0.0154281,1.63543,
0.0163303,1.67814,
0.0174091,1.73477,
0.0185171,1.75141,
0.0196465,1.77805,
0.020991,1.8289,
0.0223282,1.86136,
0.0236639,1.89017,
0.0252382,1.92828,
0.0268117,1.9586,
0.0286552,1.96252,
0.0304679,2.03591,
0.0323199,2.03188,
0.0341508,2.06217,
0.0362831,2.09389,
0.0384053,2.12413,
0.0405325,2.15165,
0.0426742,2.17683,
0.0448381,2.1997,
0.0473761,2.22531,
0.0499113,2.25023,
0.0524549,2.27363,
0.0550186,2.29503,
0.0575885,2.3155,
0.0605984,2.33828,
0.0635924,2.36101,
0.0666024,2.38358,
0.0696399,2.4043,
0.072712,2.42471,
0.0757879,2.4436,
0.0793893,2.46512,
0.0829654,2.48672,
0.0865476,2.5079,
0.0901558,2.52804,
0.0938055,2.54778,
0.0974795,2.56797,
0.101083,2.58664,
0.105343,2.60595,
0.109596,2.62647,
0.113858,2.64649,
0.118166,2.66591,
0.122491,2.6846,
0.126849,2.70348,
0.131231,2.72116,
0.135611,2.73857,
0.140708,2.75918,
0.145795,2.78261,
0.151045,2.79629,
0.156209,2.81574,
0.16135,2.83473,
0.166497,2.85313,
0.171662,2.87084,
0.176856,2.8882,
0.182076,2.90491,
0.187239,2.92102,
0.192264,2.94483,
0.198061,2.9767,
0.203901,3.00318,
0.209782,3.02648,
0.215689,3.04984,
0.221628,3.06925,
0.227433,3.09715,
0.233408,3.11708,
0.239438,3.13712,
0.245484,3.1554,
0.251377,3.17962,
0.257272,3.20864,
0.263048,3.2271,
0.268972,3.24581,
0.274924,3.26526,
0.280913,3.28431,
0.286925,3.30355,
0.292969,3.32288,
0.299041,3.3419,
0.30512,3.36036,
0.3112,3.37892,
0.317295,3.39753,
0.323399,3.41624,
0.329558,3.43437,
0.335712,3.45243,
0.341867,3.47053,
0.348022,3.48808,
0.354198,3.50579,
0.361401,3.52607,
0.368594,3.54657,
0.375734,3.56649,
0.382481,3.59581,
0.388777,3.68062,
0.395009,3.76743,
0.401267,3.78814,
0.407546,3.82101,
0.413803,3.85485,
0.42003,3.89239,
0.426188,3.9294,
0.432328,3.96615,
0.43843,4.00318,
0.444511,4.04099,
0.450563,4.07826,
0.45659,4.11717,
0.462631,4.15641,
0.468656,4.1929,
0.474647,4.23075,
0.480658,4.26857,
0.486704,4.30556,
0.492734,4.34356,
0.49881,4.37844,
0.504869,4.41548,
0.510966,4.45075,
0.517095,4.48628,
0.523242,4.52082,
0.529413,4.55555,
0.53562,4.59035,
