File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.410e+01
Avg = 5.137e+00
SD = 2.849e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.410e+00,7.050e-01,479058,1.029e+01
2,1.410e+00,2.820e+00,2.115e+00,684231,1.754e+01
3,2.820e+00,4.230e+00,3.525e+00,617369,1.540e+01
4,4.230e+00,5.640e+00,4.935e+00,446452,1.081e+01
5,5.640e+00,7.050e+00,6.345e+00,529054,1.296e+01
6,7.050e+00,8.461e+00,7.756e+00,814404,2.001e+01
7,8.461e+00,9.871e+00,9.166e+00,410668,1.018e+01
8,9.871e+00,1.128e+01,1.058e+01,126598,2.424e+00
9,1.128e+01,1.269e+01,1.199e+01,10066,2.057e-01
10,1.269e+01,1.410e+01,1.340e+01,2880,1.786e-01
