File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.743e+01
Avg = 8.818e+00
SD = 6.228e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.743e+00,1.371e+00,312078,2.136e+01
2,2.743e+00,5.486e+00,4.114e+00,255286,1.838e+01
3,5.486e+00,8.228e+00,6.857e+00,166596,1.178e+01
4,8.228e+00,1.097e+01,9.600e+00,144734,1.027e+01
5,1.097e+01,1.371e+01,1.234e+01,157764,1.125e+01
6,1.371e+01,1.646e+01,1.509e+01,189308,1.322e+01
7,1.646e+01,1.920e+01,1.783e+01,121896,8.549e+00
8,1.920e+01,2.194e+01,2.057e+01,55144,3.813e+00
9,2.194e+01,2.469e+01,2.331e+01,45850,1.171e+00
10,2.469e+01,2.743e+01,2.606e+01,5072,2.096e-01
