File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.764e+01
Avg = 1.062e+01
SD = 7.632e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.763e+00,1.382e+00,108719,2.252e+01
2,2.763e+00,5.527e+00,4.145e+00,60484,1.326e+01
3,5.527e+00,8.290e+00,6.909e+00,42862,9.046e+00
4,8.290e+00,1.105e+01,9.672e+00,33343,6.989e+00
5,1.105e+01,1.382e+01,1.244e+01,36243,7.609e+00
6,1.382e+01,1.658e+01,1.520e+01,52834,1.135e+01
7,1.658e+01,1.934e+01,1.796e+01,58297,1.250e+01
8,1.934e+01,2.211e+01,2.073e+01,53933,1.125e+01
9,2.211e+01,2.487e+01,2.349e+01,46436,4.543e+00
10,2.487e+01,2.764e+01,2.625e+01,9933,9.383e-01
