File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.988e+01
Avg = 2.192e+01
SD = 1.320e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.988e+00,2.494e+00,143830,9.058e+00
2,4.988e+00,9.975e+00,7.482e+00,255836,1.699e+01
3,9.975e+00,1.496e+01,1.247e+01,192112,1.290e+01
4,1.496e+01,1.995e+01,1.746e+01,136844,9.034e+00
5,1.995e+01,2.494e+01,2.244e+01,117446,7.710e+00
6,2.494e+01,2.993e+01,2.743e+01,143425,9.497e+00
7,2.993e+01,3.491e+01,3.242e+01,186694,1.236e+01
8,3.491e+01,3.990e+01,3.741e+01,198437,1.320e+01
9,3.990e+01,4.489e+01,4.240e+01,109870,7.267e+00
10,4.489e+01,4.988e+01,4.738e+01,55806,1.985e+00
