File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.656e+01
Avg = 1.814e+01
SD = 1.282e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.656e+00,2.328e+00,332428,2.162e+01
2,4.656e+00,9.311e+00,6.983e+00,186242,1.246e+01
3,9.311e+00,1.397e+01,1.164e+01,153164,1.020e+01
4,1.397e+01,1.862e+01,1.629e+01,114467,7.516e+00
5,1.862e+01,2.328e+01,2.095e+01,120166,7.933e+00
6,2.328e+01,2.793e+01,2.561e+01,161095,1.079e+01
7,2.793e+01,3.259e+01,3.026e+01,179485,1.187e+01
8,3.259e+01,3.724e+01,3.492e+01,176373,1.162e+01
9,3.724e+01,4.190e+01,3.957e+01,71330,4.670e+00
10,4.190e+01,4.656e+01,4.423e+01,45550,1.331e+00
