File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.627e+01
Avg = 9.952e+00
SD = 5.969e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.627e+00,1.313e+00,69502,7.527e+00
2,2.627e+00,5.254e+00,3.940e+00,231292,2.586e+01
3,5.254e+00,7.881e+00,6.567e+00,100960,1.132e+01
4,7.881e+00,1.051e+01,9.194e+00,79831,8.897e+00
5,1.051e+01,1.313e+01,1.182e+01,85510,9.536e+00
6,1.313e+01,1.576e+01,1.445e+01,126873,1.423e+01
7,1.576e+01,1.839e+01,1.707e+01,131594,1.482e+01
8,1.839e+01,2.102e+01,1.970e+01,51902,5.804e+00
9,2.102e+01,2.364e+01,2.233e+01,41184,1.705e+00
10,2.364e+01,2.627e+01,2.496e+01,4728,3.067e-01
