File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.676e+01
Avg = 2.030e+01
SD = 1.416e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.676e+00,2.338e+00,185598,1.935e+01
2,4.676e+00,9.351e+00,7.014e+00,117179,1.283e+01
3,9.351e+00,1.403e+01,1.169e+01,97047,1.053e+01
4,1.403e+01,1.870e+01,1.636e+01,55676,5.927e+00
5,1.870e+01,2.338e+01,2.104e+01,49944,5.291e+00
6,2.338e+01,2.805e+01,2.572e+01,66756,7.125e+00
7,2.805e+01,3.273e+01,3.039e+01,107502,1.164e+01
8,3.273e+01,3.741e+01,3.507e+01,119434,1.276e+01
9,3.741e+01,4.208e+01,3.974e+01,106290,1.146e+01
10,4.208e+01,4.676e+01,4.442e+01,54314,3.093e+00
