File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G22_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G22_P01 (MPa),Time (sec),Run 2 : G22_P02 (MPa),Time (sec),Run 3 : G22_P03 (MPa),Time (sec),Run 4 : G22_P04 (MPa),Time (sec),Run 5 : G22_P05 (MPa),Time (sec),Run 6 : G22_P06 (MPa),Time (sec),Run 7 : G22_P07 (MPa),Time (sec),Run 8 : G22_P08 (MPa),Time (sec),Run 9 : G22_P09 (MPa),Time (sec),Run 10 : G22_P10 (MPa),
0.00278383,0.000215489,0.00137614,9.7752e-06,0.000707793,0.00011727,0.00174469,0.000112435,0.00236232,2.24902e-05,0.00119919,0.000270031,0.00247615,0.000336701,0.000808101,5.31916e-05,0.00214028,4.40395e-05,0.00151477,0.000990298,
0.00691547,0.0035542,0.00363702,0.00434511,0.00194776,0.00498358,0.00453163,0.00452345,0.00597114,0.00402507,0.00319972,0.00508422,0.006229,0.00390221,0.00220194,0.00557459,0.00545762,0.0037414,0.00383684,0.00542966,
0.010832,0.0147331,0.00591668,0.00611416,0.00326266,0.00746443,0.00728412,0.00616113,0.00944054,0.00891759,0.00524141,0.00774699,0.00982217,0.0152586,0.00367325,0.0083747,0.00867536,0.00798414,0.0062986,0.00554434,
0.0146281,0.214753,0.00798892,0.0426219,0.00458651,0.0152611,0.00968038,0.0704568,0.0127792,0.111083,0.0071429,0.00273749,0.013268,0.157376,0.00513421,0.034261,0.0110214,0.0807496,0.00858732,0.0746668,
0.0179527,0.571084,0.0100866,0.272037,0.0061177,0.142109,0.0121806,0.454014,0.0160561,0.695782,0.00904222,0.356508,0.0167804,0.64434,0.00684821,0.068974,0.0141374,0.384012,0.0109201,0.441985,
0.0213533,1.11408,0.0121306,0.793076,0.00757159,1.00929,0.0142971,0.825511,0.0193725,1.3541,0.0110134,1.01806,0.0199152,1.2892,0.00852252,1.2372,0.0164704,0.760159,0.0129986,0.814955,
0.023191,1.11492,0.0140999,1.57625,0.00907577,1.6487,0.0161795,1.65586,0.0209518,1.32067,0.0128952,1.93998,0.0215483,1.25867,0.0100942,2.14781,0.0186388,1.24391,0.014975,1.65667,
0.0250341,1.08833,0.0149192,1.38028,0.0100311,1.83446,0.0172297,1.48313,0.0227862,1.27837,0.0137197,1.7493,0.0231901,1.21554,0.0110416,1.97955,0.0198001,1.11393,0.0158905,1.44546,
0.0269225,1.08492,0.0158041,1.31526,0.0108272,1.77285,0.018385,1.44142,0.0246827,1.27645,0.014659,1.68209,0.0248805,1.21467,0.0119842,1.96254,0.0210069,1.07298,0.0168555,1.38287,
0.0288235,1.07972,0.0167028,1.32839,0.0116319,1.7158,0.0195637,1.44452,0.0265504,1.28087,0.0156312,1.67578,0.0265788,1.20761,0.0129154,1.93686,0.0222435,1.0828,0.0178472,1.39018,
0.0309918,1.0938,0.0177919,1.33252,0.0124094,1.7126,0.0209851,1.45599,0.0286603,1.29324,0.0165909,1.68479,0.0285175,1.22607,0.0138096,1.88788,0.0237318,1.08413,0.0190381,1.39573,
0.0334061,1.11715,0.0190256,1.32498,0.0131466,1.73451,0.0223545,1.4451,0.0309796,1.33189,0.0176826,1.66889,0.0306683,1.24971,0.0146311,1.9589,0.0254248,1.09824,0.0203855,1.39372,
0.0361682,1.13888,0.020358,1.3803,0.014015,1.77886,0.0238473,1.49133,0.0337653,1.35353,0.0188664,1.73841,0.0331264,1.27695,0.0156023,2.01467,0.0272758,1.11692,0.0218404,1.44773,
0.0395181,1.16263,0.0218974,1.41321,0.0150545,1.83733,0.0255695,1.52393,0.0370857,1.38213,0.0202556,1.78519,0.0360957,1.30169,0.0168078,2.08031,0.0294226,1.14045,0.0235377,1.48088,
0.0435168,1.19035,0.0237834,1.45388,0.0163303,1.89152,0.0276669,1.56083,0.0410453,1.41703,0.0219558,1.83611,0.0396609,1.32893,0.0182505,2.1378,0.0319793,1.16985,0.0256152,1.51831,
0.0482552,1.21458,0.0260669,1.4652,0.0178428,1.9659,0.0301748,1.5781,0.0450636,1.4516,0.0240297,1.84697,0.0438385,1.36006,0.0197135,2.18779,0.0351345,1.19272,0.0277086,1.52431,
