File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G15_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G15_P01 (MPa),Time (sec),Run 2 : G15_P02 (MPa),Time (sec),Run 3 : G15_P03 (MPa),Time (sec),Run 4 : G15_P04 (MPa),Time (sec),Run 5 : G15_P05 (MPa),Time (sec),Run 6 : G15_P06 (MPa),Time (sec),Run 7 : G15_P07 (MPa),Time (sec),Run 8 : G15_P08 (MPa),Time (sec),Run 9 : G15_P09 (MPa),Time (sec),Run 10 : G15_P10 (MPa),
0.00292513,0.000109756,0.00144598,9.73523e-05,0.000743716,0.000596314,0.00183324,3.07818e-05,0.00248221,0.000260398,0.00126005,0.000224226,0.00260182,0.000216213,0.000849116,0.000588984,0.00224891,0.000295864,0.00159165,7.29299e-05,
0.00711219,0.0030961,0.00372261,0.00395833,0.00198263,0.0047173,0.0046405,0.0040995,0.00613943,0.00350076,0.00327488,0.00460614,0.00640491,0.00339509,0.00225234,0.0050467,0.00561139,0.00326146,0.0040717,0.00405269,
0.0111684,0.00636252,0.00605321,0.00492241,0.00331875,0.0065788,0.00746249,0.0049122,0.00972057,0.00414276,0.00535863,0.00617873,0.0101172,0.00393276,0.0037486,0.00731548,0.00892692,0.00392463,0.00659132,0.00501116,
0.0150918,0.0809097,0.0082698,0.00122993,0.0046898,0.00901567,0.0100502,0.070937,0.012374,0.0523163,0.00737663,0.00213602,0.0128445,0.0587204,0.00526583,0.0144834,0.0114283,0.0484265,0.00895268,0.0388935,
0.0190118,0.545234,0.0104616,0.247801,0.00591762,0.108666,0.0126791,0.408347,0.0156724,0.344865,0.00941855,0.0758057,0.0167581,0.416916,0.00690285,0.137805,0.014175,0.294165,0.0113265,0.255359,
0.0229486,1.03883,0.0127426,0.743745,0.00732362,0.584923,0.0150526,0.7741,0.0184836,0.659842,0.011483,0.930972,0.0196532,0.942574,0.00860525,0.863072,0.0167907,0.562962,0.0136602,0.768435,
0.0245114,1.0667,0.0148295,1.40397,0.00869435,1.05069,0.0172902,1.58459,0.0208683,1.36252,0.0134132,1.63609,0.0223866,1.30134,0.0102751,1.77022,0.0194617,1.11931,0.01579,1.49646,
0.0259556,1.04029,0.01551,1.29238,0.0100185,1.8524,0.0179993,1.39028,0.0216874,1.2297,0.0144718,1.69796,0.0236665,1.19372,0.0114567,2.04071,0.0203584,1.05028,0.016419,1.34151,
0.0273873,1.07653,0.0161883,1.24978,0.0104393,1.63223,0.0187077,1.34893,0.0224919,1.17199,0.0153459,1.69157,0.0249633,1.20327,0.0120522,1.91189,0.021258,1.00898,0.0170378,1.29304,
0.0288926,1.1047,0.0169014,1.31221,0.0108674,1.58541,0.0194447,1.40323,0.0233514,1.20511,0.0162368,1.7369,0.0263014,1.2289,0.0126468,1.9383,0.0221928,1.057,0.0176843,1.35168,
