File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G13_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G13_P01 (MPa),Time (sec),Run 2 : G13_P02 (MPa),Time (sec),Run 3 : G13_P03 (MPa),Time (sec),Run 4 : G13_P04 (MPa),Time (sec),Run 5 : G13_P05 (MPa),Time (sec),Run 6 : G13_P06 (MPa),Time (sec),Run 7 : G13_P07 (MPa),Time (sec),Run 8 : G13_P08 (MPa),Time (sec),Run 9 : G13_P09 (MPa),Time (sec),Run 10 : G13_P10 (MPa),
0.00235342,0.000855582,0.00116337,0.00132463,0.000598359,0.000562891,0.00147494,0.00156484,0.00199707,0.00116005,0.00101378,0.00180048,0.0020933,0.00107848,0.000683158,0.00227026,0.00180937,0.00105644,0.00128056,0.00135645,
0.00602906,1.19961e-05,0.00315761,0.000151996,0.00177223,0.00760425,0.00393922,4.41751e-05,0.00520148,5.40186e-05,0.00277835,0.000392155,0.00542769,5.04034e-06,0.00191167,2.90425e-05,0.00474561,4.78469e-05,0.00345432,0.000155363,
0.00955666,0.0340362,0.00528066,0.0137127,0.00301526,0.0110793,0.00648196,0.0277888,0.00835861,0.00452084,0.0046885,0.0103104,0.00868819,0.00427649,0.00329948,0.0127692,0.00768864,0.00384539,0.00574071,0.0149067,
0.0128912,0.406397,0.00687221,0.110207,0.00419683,0.00343369,0.00899377,0.217845,0.0112401,0.469961,0.00637899,0.115917,0.0116327,0.448207,0.00460324,0.00482847,0.0104436,0.261642,0.00798675,0.144482,
0.0153224,0.910934,0.00860121,0.567508,0.00539014,0.160123,0.010966,0.994722,0.0134638,0.829187,0.00809052,0.972876,0.0138935,0.790158,0.0058983,0.583473,0.0126935,0.732792,0.00986063,0.859671,
0.0173544,1.39125,0.00997556,0.944363,0.00656273,1.32156,0.0128187,1.81997,0.0152822,1.56571,0.00978585,1.81621,0.0157418,1.51003,0.00721541,1.47352,0.0145585,1.41699,0.011482,1.48883,
0.0180471,1.23683,0.0111564,1.72031,0.00762701,2.17125,0.0133113,1.61703,0.0158709,1.42837,0.0110549,2.11061,0.0163536,1.3672,0.00827285,2.51713,0.0150545,1.22067,0.0123652,1.65372,
0.0187253,1.22112,0.0114827,1.47142,0.00790855,1.8446,0.0138032,1.57385,0.0164482,1.3825,0.0116586,1.98197,0.0169549,1.32195,0.00853981,2.0562,0.0155471,1.17524,0.0130136,1.59925,
0.0194249,1.25745,0.011812,1.42761,0.0081906,1.78602,0.0143213,1.6375,0.0170452,1.42214,0.0122764,2.02121,0.0175748,1.3636,0.00879955,2.00567,0.0160699,1.22397,0.0136671,1.64873,
0.0202707,1.27894,0.0121567,1.42984,0.00848575,1.90096,0.0148528,1.64547,0.0176495,1.44084,0.0128965,2.07948,0.0182067,1.37704,0.00907534,2.10079,0.0166937,1.24914,0.0143328,1.71826,
0.0212606,1.32727,0.0125476,1.51266,0.00879594,1.89727,0.0154626,1.74769,0.0183636,1.48794,0.0135227,2.16888,0.0189488,1.42558,0.00941207,2.11543,0.017424,1.31001,0.015036,1.69612,
0.0222596,1.34796,0.0130326,1.53223,0.00909619,1.99828,0.0161126,1.72974,0.0192124,1.54037,0.0141613,2.18511,0.019836,1.47409,0.00973718,2.2486,0.0181835,1.30153,0.0158114,1.83522,
0.0234012,1.41307,0.0135949,1.61747,0.00946685,2.02418,0.0168382,1.83151,0.0202039,1.60274,0.0148769,2.35803,0.0208681,1.53287,0.0101467,2.26301,0.0190403,1.37755,0.0166036,1.84834,
0.0247353,1.47338,0.0142721,1.6205,0.0098846,2.16838,0.0176907,1.92681,0.0213539,1.67934,0.0157376,2.4891,0.0220684,1.60798,0.0106046,2.41904,0.0200499,1.43927,0.0174896,2.00503,
0.0262884,1.55311,0.0150283,1.76348,0.0103853,2.25712,0.0186992,2.01258,0.0226902,1.75862,0.0167718,2.62417,0.0234658,1.68351,0.0111502,2.54058,0.0212197,1.50714,0.0185991,2.11168,
0.0281448,1.6341,0.0157965,1.81197,0.0109538,2.40323,0.0198594,2.14107,0.0240198,1.84422,0.0179661,2.76633,0.0248501,1.76415,0.0117806,2.68737,0.0225816,1.60167,0.0198971,2.21787,
0.030286,1.71564,0.0166739,1.92893,0.0116277,2.55713,0.0212687,2.25855,0.0255841,1.93585,0.0191837,2.87694,0.0264963,1.8525,0.0124152,2.80344,0.0242145,1.68764,0.0214177,2.33242,
0.0328446,1.80667,0.0177376,2.04005,0.0124226,2.71124,0.0228911,2.35802,0.0274429,2.02548,0.0205832,2.99714,0.0284272,1.93735,0.0131578,2.96365,0.026118,1.76755,0.0229218,2.43099,
0.0353644,1.87933,0.0189971,2.14899,0.0132166,2.82762,0.0245089,2.45862,0.0295943,2.11962,0.0221756,3.12845,0.0306766,2.03097,0.0140286,3.12431,0.0283447,1.8608,0.0246783,2.53903,
