File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G14_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G14_P01 (MPa),Time (sec),Run 2 : G14_P02 (MPa),Time (sec),Run 3 : G14_P03 (MPa),Time (sec),Run 4 : G14_P04 (MPa),Time (sec),Run 5 : G14_P05 (MPa),Time (sec),Run 6 : G14_P06 (MPa),Time (sec),Run 7 : G14_P07 (MPa),Time (sec),Run 8 : G14_P08 (MPa),Time (sec),Run 9 : G14_P09 (MPa),Time (sec),Run 10 : G14_P10 (MPa),
0.0034921,3.02324e-06,0.00172626,0.000176554,0.00088787,2.82344e-05,0.00218857,6.19852e-05,0.00296334,2.36611e-05,0.00150429,8.03639e-06,0.00310613,9.44208e-06,0.0010137,0.000186761,0.00268482,6.71606e-05,0.00190015,0.00014284,
0.00793617,0.00175574,0.00414765,0.00213065,0.00220198,0.00248605,0.00517597,0.00225137,0.00683895,0.00200404,0.00364294,0.00252657,0.00713796,0.00193871,0.00250018,0.0027437,0.00624616,0.00183673,0.00453662,0.00220548,
0.0125555,0.00189229,0.00669771,0.00255194,0.00363624,0.00329498,0.00829889,0.00269234,0.010869,0.00224336,0.00591081,0.00329841,0.0113293,0.00214619,0.00411186,0.00385506,0.00995436,0.00204788,0.0073058,0.00264863,
0.0170745,0.000633236,0.00937193,0.00290236,0.00519422,0.00454727,0.0114804,0.00967455,0.0148656,0.00107005,0.00829354,0.00393691,0.0154667,0.00093989,0.00584262,0.0051369,0.0136589,0.00942323,0.0101877,0.00519271,
0.0215713,0.0624946,0.0118164,0.0475972,0.00674182,0.0192095,0.015225,0.0142198,0.0189091,0.0306993,0.0105209,0.00222781,0.0196327,0.0243102,0.00754347,0.0232626,0.0180082,0.0746288,0.0127903,0.057983,
0.0266069,0.377379,0.0149052,0.288095,0.00868377,0.0464241,0.0188241,0.437222,0.0232942,0.342689,0.0128238,0.131253,0.0241688,0.362572,0.00970981,0.0366,0.0225127,0.41853,0.0160896,0.294819,
0.0315821,0.61426,0.0178066,0.565544,0.0105872,0.455212,0.0228429,0.890849,0.0269214,0.787739,0.0154654,0.641351,0.0281824,0.661719,0.0117044,0.740107,0.027165,0.757974,0.0190834,0.582546,
0.0359511,0.872,0.0208519,1.16939,0.0121469,0.816351,0.0256618,1.27618,0.0315593,1.07629,0.0179106,1.11065,0.0327153,1.02701,0.0140163,1.2524,0.0303473,0.911629,0.0222767,1.2398,
0.0388391,0.877383,0.0221891,1.10667,0.0138671,1.60665,0.0277163,1.22156,0.0339653,1.04574,0.0202593,1.4365,0.0352478,0.990675,0.0158583,1.78451,0.0328222,0.884869,0.0237527,1.1586,
0.0416992,0.86547,0.0235581,1.06241,0.0146896,1.44853,0.0297202,1.19209,0.0363098,1.0199,0.0216969,1.4221,0.0376851,0.967653,0.016977,1.65098,0.0352712,0.888083,0.0252298,1.11966,
0.0446187,0.883046,0.0248984,1.08313,0.0154981,1.39571,0.0317734,1.21353,0.0386969,1.03416,0.0231299,1.40117,0.0401903,0.982971,0.0180699,1.61985,0.0378021,0.90651,0.0266866,1.13395,
0.0476165,0.900272,0.0262718,1.09574,0.0163067,1.41084,0.0339387,1.23429,0.0411422,1.05237,0.0245989,1.42342,0.0427335,1.00406,0.0191877,1.65695,0.0405096,0.923654,0.0281859,1.15621,
0.0511898,0.921437,0.0276948,1.11976,0.0171379,1.43522,0.0364437,1.27261,0.044084,1.07973,0.026172,1.45568,0.0457881,1.02889,0.0203795,1.69417,0.0436683,0.947971,0.0297322,1.17588,
0.0554568,0.950641,0.0293711,1.14879,0.0179986,1.45963,0.0395649,1.31301,0.0475585,1.11111,0.0279854,1.50724,0.0494092,1.06046,0.0215959,1.73624,0.0473016,0.982905,0.0315701,1.20479,
0.0605002,0.985104,0.0313348,1.1744,0.0190422,1.50772,0.0427439,1.35203,0.0516692,1.14789,0.0301939,1.5527,0.0537205,1.09652,0.0230538,1.79631,0.0511052,1.01099,0.033734,1.23974,
0.0665001,1.01794,0.0336099,1.22226,0.0202782,1.56461,0.0465491,1.3971,0.0566765,1.18536,0.0324722,1.60087,0.0589528,1.13104,0.0248065,1.85331,0.0555307,1.0435,0.0362853,1.27899,
