File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G18_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G18_P01 (MPa),Time (sec),Run 2 : G18_P02 (MPa),Time (sec),Run 3 : G18_P03 (MPa),Time (sec),Run 4 : G18_P04 (MPa),Time (sec),Run 5 : G18_P05 (MPa),Time (sec),Run 6 : G18_P06 (MPa),Time (sec),Run 7 : G18_P07 (MPa),Time (sec),Run 8 : G18_P08 (MPa),Time (sec),Run 9 : G18_P09 (MPa),Time (sec),Run 10 : G18_P10 (MPa),
0.00242446,0.000767037,0.00119849,0.0014613,0.000616422,0.00236955,0.00151946,0.00146878,0.00205736,0.00107018,0.00104438,0.00196076,0.0021565,0.000986854,0.000703781,0.00273611,0.00186399,0.000975774,0.00131922,0.00149715,
0.00613739,0.000836621,0.00321548,1.40656e-05,0.00174955,3.72904e-05,0.00401156,6.68393e-05,0.00529566,0.00112671,0.00282967,0.000102643,0.00552569,0.00103764,0.00198634,0.00260815,0.00483186,0.00130001,0.00351746,4.83203e-05,
0.00954914,0.00037454,0.00527178,0.00922634,0.00295709,0.0119257,0.0064778,0.0263881,0.00835454,0.00577124,0.00468398,0.0117424,0.0086835,0.00548623,0.00333825,0.0134709,0.00767893,0.00496151,0.00573363,0.0133242,
0.0130044,0.377831,0.00709753,0.110032,0.00415394,0.00474077,0.00900553,0.158054,0.0113729,0.266523,0.00637453,0.110055,0.0117715,0.428673,0.00465229,0.00557412,0.010559,0.250262,0.00800493,0.115493,
0.0155106,0.669813,0.00940684,0.594732,0.00541304,0.120002,0.0111561,0.925324,0.0138954,0.802802,0.00819404,0.667687,0.0142416,0.760463,0.0059971,0.368311,0.0130029,0.705128,0.00981121,0.722921,
0.0177692,1.35451,0.0109476,1.45093,0.00665299,1.10173,0.0132004,1.69167,0.0162209,1.61439,0.00971087,1.41344,0.0164294,1.48358,0.00738797,1.41314,0.0152239,1.36084,0.0115757,1.25534,
0.0189532,1.22684,0.0124278,1.64546,0.0077527,1.9804,0.014539,1.70348,0.0171818,1.42882,0.0110861,2.15865,0.0176602,1.3824,0.00864265,2.5281,0.0163015,1.23003,0.013197,1.76066,
0.0202636,1.16955,0.0135137,1.53266,0.00849267,1.94042,0.015929,1.65875,0.0182524,1.37043,0.0117316,1.90447,0.0190998,1.32584,0.00911289,2.11689,0.0175246,1.17823,0.0142332,1.59924,
0.0216162,1.18889,0.0146362,1.47787,0.00916933,1.9049,0.017337,1.61918,0.0193652,1.38472,0.01239,1.81874,0.0205627,1.33784,0.00963761,2.02436,0.0187623,1.1976,0.015269,1.5384,
0.0229818,1.1898,0.0157141,1.45624,0.00985867,1.84326,0.0187202,1.59895,0.0206963,1.39241,0.0130595,1.81209,0.0220361,1.3256,0.010172,2.02254,0.0200025,1.18244,0.0163093,1.51688,
0.0245853,1.20172,0.016712,1.50739,0.0105174,1.80243,0.0199815,1.6524,0.0222493,1.39188,0.0138529,1.83388,0.0236943,1.35527,0.0108063,2.05561,0.0213967,1.21212,0.017456,1.57331,
0.0263843,1.21952,0.017876,1.5412,0.0111233,1.87554,0.021464,1.68975,0.0239502,1.43208,0.0147563,1.80884,0.0255318,1.38319,0.01153,2.01466,0.0229207,1.23563,0.0187522,1.60438,
0.0283574,1.24678,0.0192706,1.58491,0.0118314,1.92913,0.0232545,1.70918,0.0258254,1.47257,0.0157306,1.89195,0.0276405,1.41738,0.0123055,2.12508,0.0246894,1.26669,0.0202821,1.65162,
0.0306596,1.27559,0.0209306,1.60001,0.0126966,1.99857,0.0253589,1.76266,0.0280595,1.50917,0.016875,1.95213,0.0301963,1.44156,0.0132005,2.19172,0.0267956,1.28669,0.0221209,1.67151,
0.0334648,1.29973,0.0228847,1.66045,0.0137475,1.99972,0.0278531,1.82681,0.0307708,1.52917,0.0182674,1.95966,0.0331914,1.49665,0.0142807,2.28109,0.0293058,1.32862,0.0239581,1.72508,
0.0367496,1.34558,0.025184,1.72051,0.0149642,2.15557,0.0307813,1.88054,0.0339692,1.59511,0.0198861,2.0322,0.0368054,1.54325,0.0154123,2.34769,0.0322751,1.37338,0.0261323,1.77927,
0.0407502,1.38395,0.0274983,1.76888,0.0164429,2.23898,0.0337234,1.93106,0.0377881,1.6444,0.0217824,2.16534,0.0411028,1.58056,0.0167745,2.43307,0.0357663,1.41327,0.0287092,1.83324,
0.0455418,1.41987,0.0302537,1.81904,0.0179325,2.30237,0.0372241,1.98108,0.0423495,1.68146,0.0237421,2.17261,0.0453669,1.62353,0.018378,2.51931,0.0398795,1.45481,0.0317159,1.88663,
0.0511276,1.457,0.0334637,1.86869,0.0197144,2.39199,0.0413185,2.03336,0.0467854,1.72644,0.0260216,2.23787,0.0504576,1.66249,0.0202728,2.61164,0.0440132,1.4968,0.0347362,1.93402,
