File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G27_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G27_P01 (MPa),Time (sec),Run 2 : G27_P02 (MPa),Time (sec),Run 3 : G27_P03 (MPa),Time (sec),Run 4 : G27_P04 (MPa),Time (sec),Run 5 : G27_P05 (MPa),Time (sec),Run 6 : G27_P06 (MPa),Time (sec),Run 7 : G27_P07 (MPa),Time (sec),Run 8 : G27_P08 (MPa),Time (sec),Run 9 : G27_P09 (MPa),Time (sec),Run 10 : G27_P10 (MPa),
0.00330945,0.000128882,0.00163597,0.00042046,0.000841431,0.000925389,0.0020741,0.000357891,0.00280834,0.000188906,0.00142561,0.000652429,0.00294367,0.000169152,0.000960679,0.00101136,0.00254439,0.000213904,0.00180077,0.000381578,
0.00758322,0.000199932,0.00393062,1.18534e-06,0.00209118,0.00031685,0.00495378,0.00047126,0.0065402,0.000239591,0.00345617,0.00060191,0.00682482,0.000224327,0.00237428,7.60939e-05,0.00597125,0.000470368,0.00430009,0.000510528,
0.0118629,0.00261393,0.00634372,0.000360418,0.0034655,3.40727e-05,0.00789707,0.00520696,0.0103006,0.00318694,0.00561282,0.000148631,0.0107284,0.00302797,0.00391765,0.000819094,0.00943848,0.00298761,0.00691595,0.000189143,
0.0159191,0.0358166,0.00872384,0.0147385,0.00487524,0.00678503,0.010711,0.00411732,0.0139321,0.000994012,0.00777041,0.0105783,0.0144749,4.12821e-06,0.00548697,0.00741629,0.0128336,0.00185111,0.00946696,0.016563,
0.0201913,0.210559,0.0117072,0.023885,0.00634391,0.00168408,0.0137403,0.029531,0.0176212,0.145953,0.00980111,0.0861891,0.0183297,0.141023,0.00709016,0.00206908,0.0162618,0.0881702,0.012724,0.0258174,
0.0243997,0.453092,0.0144956,0.533996,0.00821195,0.00147996,0.0169483,0.442953,0.0215616,0.54899,0.0124759,0.427109,0.0223508,0.520557,0.00909512,0.0730567,0.0200115,0.446501,0.0159277,0.583672,
0.0285928,0.86514,0.0173873,0.998589,0.0100249,0.578346,0.0195162,1.04445,0.025426,0.987483,0.0147647,0.812227,0.0262983,0.964987,0.011127,0.963722,0.0233352,0.743232,0.0187173,1.01638,
0.0305379,0.935663,0.0189907,1.21918,0.0114532,1.31027,0.022229,1.32682,0.0275975,1.11359,0.0168238,1.6259,0.0282912,1.06275,0.0129293,1.66815,0.0253671,0.937073,0.0203061,1.2177,
0.0322834,0.904447,0.0199959,1.15964,0.0126796,1.6553,0.0235404,1.28502,0.029377,1.10267,0.0174175,1.44888,0.0298458,1.02679,0.0139041,1.73948,0.0270497,0.948621,0.0214478,1.2235,
0.0340012,0.940472,0.0209781,1.20081,0.0133065,1.53054,0.0248464,1.30966,0.0311523,1.13155,0.0180135,1.39013,0.031369,1.05745,0.014608,1.69633,0.0287014,0.973765,0.0225811,1.26043,
