File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G25_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G25_P01 (MPa),Time (sec),Run 2 : G25_P02 (MPa),Time (sec),Run 3 : G25_P03 (MPa),Time (sec),Run 4 : G25_P04 (MPa),Time (sec),Run 5 : G25_P05 (MPa),Time (sec),Run 6 : G25_P06 (MPa),Time (sec),Run 7 : G25_P07 (MPa),Time (sec),Run 8 : G25_P08 (MPa),Time (sec),Run 9 : G25_P09 (MPa),Time (sec),Run 10 : G25_P10 (MPa),
0.00191273,9.22394e-05,0.000945522,0.000285159,0.000486312,0.000312971,0.00119874,2.22201e-05,0.00162311,0.000496918,0.000823943,0.000747057,0.00170132,0.000373272,0.000555233,0.000217689,0.00147055,0.0014551,0.00104077,0.00013629,
0.00571633,0.00799191,0.0030295,0.00912312,0.00161086,6.16776e-05,0.00374316,0.0100626,0.00493382,0.00903701,0.00266348,0.0110566,0.00514805,0.00876742,0.00182988,0.0121904,0.00420662,0.000101977,0.00331291,0.00956996,
0.00841007,0.0802719,0.00495618,0.0033918,0.00277437,0.0165164,0.00601919,0.0634918,0.00738787,0.0973369,0.00441191,0.00480443,0.0076978,0.0889939,0.00312506,0.0303432,0.0068605,0.0795706,0.00537532,0.00366788,
0.010971,1.11206,0.00673566,0.650843,0.00378657,0.161459,0.00816073,0.969267,0.00968235,0.915314,0.00608183,0.586241,0.0100719,1.01625,0.00422089,0.300048,0.00938001,1.10111,0.0072292,0.729353,
0.0135615,1.5491,0.00814498,1.14747,0.00487938,0.960651,0.00991319,1.88649,0.011738,1.50933,0.00742695,1.45913,0.0123509,1.47391,0.00555702,1.02606,0.0115061,1.49203,0.00857261,1.17586,
0.0147238,1.44858,0.00919363,2.0018,0.00577316,2.39143,0.0114255,1.98659,0.0135376,1.78166,0.00855674,2.59064,0.0138566,1.67026,0.00642496,2.60061,0.0127508,1.46758,0.00968988,2.08771,
0.0159085,1.41373,0.00965177,1.71167,0.00667194,2.3737,0.0123421,1.89893,0.0147671,1.69078,0.00896346,2.11191,0.0150982,1.60721,0.0071178,2.57278,0.0138778,1.42811,0.0101886,1.79806,
0.0170963,1.39183,0.0101688,1.61456,0.00711128,2.12297,0.0132536,1.83037,0.0159804,1.6323,0.00939848,2.01639,0.0163221,1.5561,0.00762219,2.40781,0.0149834,1.4019,0.0107553,1.68747,
0.0182257,1.40187,0.0106734,1.62257,0.00755419,2.03773,0.0140991,1.8472,0.0171228,1.65231,0.00982916,2.01269,0.0174752,1.58784,0.00812123,2.30809,0.0160399,1.41877,0.011317,1.69897,
0.0193036,1.42226,0.0112684,1.63887,0.00797603,2.06721,0.0151252,1.90796,0.01831,1.68199,0.0103404,1.98899,0.0186416,1.60427,0.00859805,2.3371,0.0171039,1.44128,0.0119746,1.71875,
0.0206388,1.4511,0.0119309,1.67957,0.00845658,2.12409,0.0163529,1.97373,0.0196993,1.72957,0.0109041,2.06684,0.0200891,1.64795,0.00906692,2.35879,0.0183676,1.48442,0.0125934,1.74092,
