File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G07_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 7 : G07_P01 (MPa),Time (sec),Run 70 : G07_P02 (MPa),Time (sec),Run 71 : G07_P03 (MPa),Time (sec),Run 72 : G07_P04 (MPa),Time (sec),Run 73 : G07_P05 (MPa),Time (sec),Run 74 : G07_P06 (MPa),Time (sec),Run 75 : G07_P07 (MPa),Time (sec),Run 76 : G07_P08 (MPa),Time (sec),Run 77 : G07_P09 (MPa),Time (sec),Run 78 : G07_P10 (MPa),
0.00217769,0.00110838,0.0010765,0.00179045,0.000553679,0.00295326,0.0013648,0.00186978,0.00184795,0.0014371,0.00093808,0.00271202,0.00193699,0.00134501,0.000632146,0.00331116,0.00167426,0.00129495,0.00118494,0.0018723,
0.00576026,0.00191964,0.0030123,0.000305407,0.00164309,0.000289107,0.00375978,0.000209565,0.00496761,1.70917e-05,0.00271655,0.00326748,0.00518426,1e-06,0.00186662,0.000196721,0.00453145,5.71867e-05,0.00329574,0.000281089,
0.00893983,0.0650121,0.00496735,0.0311194,0.00280194,6.65845e-06,0.00609212,0.00567766,0.00783513,0.0853951,0.00448484,0.0211245,0.00813985,0.0773006,0.00316209,8.71951e-06,0.00720787,0.00397154,0.00539861,0.0327225,
0.0122019,0.795666,0.00705594,0.164029,0.00391639,0.00236097,0.00846222,0.381897,0.0107586,0.515499,0.0063469,0.161941,0.0111762,0.6501,0.00437665,0.158647,0.00982169,0.46541,0.00759538,0.249123,
0.0150144,1.18494,0.00872291,1.00778,0.00506437,0.582893,0.01036,1.0671,0.0127488,1.14359,0.00778454,0.895357,0.0136284,1.32196,0.00571665,0.919596,0.0117695,0.786419,0.00933902,1.05204,
0.0166741,1.36123,0.0103503,1.81823,0.0062109,1.41737,0.0120406,2.02744,0.0146381,1.71538,0.00899204,1.64855,0.015676,1.59622,0.0068339,1.57186,0.013442,1.49485,0.0109978,1.91773,
0.0180514,1.3314,0.0109817,1.59079,0.00718495,2.40213,0.0126038,1.71467,0.0154699,1.53947,0.0101672,2.2895,0.0168974,1.47384,0.0077268,2.68344,0.0141524,1.31231,0.0115844,1.66001,
0.019348,1.30742,0.0116592,1.52292,0.00752027,1.94687,0.0131855,1.64363,0.0162689,1.48826,0.0108946,2.02419,0.0180774,1.45287,0.00811903,2.1861,0.0148781,1.22203,0.0122162,1.57364,
0.0206808,1.33122,0.012303,1.53745,0.00785138,1.87387,0.0137603,1.65937,0.0170557,1.48642,0.0115819,1.96105,0.0192572,1.48132,0.00851954,2.11593,0.0156145,1.26849,0.0128232,1.60077,
0.022098,1.36074,0.0129237,1.57417,0.00817551,1.87732,0.0144231,1.67878,0.0179658,1.50857,0.0122566,2.02725,0.0205244,1.51637,0.00889946,2.12475,0.0164563,1.28177,0.0134069,1.62641,
0.0237492,1.40218,0.0136773,1.61455,0.00855275,1.92012,0.0151907,1.73156,0.0190878,1.5503,0.0129801,2.07408,0.0220049,1.56651,0.00934111,2.18673,0.0174532,1.31144,0.0141142,1.67759,
0.0256656,1.45819,0.014569,1.67618,0.00900156,1.98776,0.0161233,1.77782,0.0204007,1.59655,0.0138407,2.07373,0.023765,1.58971,0.00987354,2.25068,0.0186769,1.35732,0.0149749,1.71738,
0.0276278,1.49141,0.0156341,1.75484,0.00954181,2.07317,0.0172311,1.83908,0.0219387,1.66138,0.0148258,2.22168,0.0254612,1.66531,0.0104149,2.25722,0.0200943,1.38129,0.0159782,1.77821,
0.0298597,1.5599,0.0166989,1.79808,0.0101864,2.1559,0.0185277,1.91336,0.0237387,1.71,0.0158411,2.29678,0.0274244,1.74028,0.0110429,2.41349,0.0214654,1.45712,0.0171454,1.85738,
0.0325658,1.5992,0.0179603,1.87147,0.0108261,2.22977,0.0198086,1.97327,0.0255915,1.76867,0.0170517,2.40068,0.0298303,1.77941,0.0117836,2.51905,0.0231239,1.50391,0.0183498,1.91215,
0.0356622,1.66465,0.0194727,1.96551,0.0115797,2.32988,0.0213688,2.0429,0.0278352,1.84358,0.0184689,2.48891,0.0325857,1.85523,0.0125362,2.60924,0.0251346,1.56194,0.0197976,1.98571,
0.0393514,1.72404,0.0212501,2.05068,0.0124635,2.4294,0.0232443,2.13559,0.0304488,1.8906,0.0201307,2.593,0.035857,1.92123,0.0134275,2.70908,0.0275287,1.60731,0.0215178,2.07616,
0.0430688,1.77664,0.0233068,2.12455,0.0135121,2.54177,0.0254224,2.22026,0.0334173,1.98221,0.0220935,2.71635,0.0391531,1.97797,0.0144876,2.81859,0.0302061,1.68807,0.0234769,2.15843,
0.0474205,1.82472,0.0253704,2.16192,0.014736,2.66636,0.0279481,2.30677,0.0369015,2.03554,0.0240315,2.80215,0.0429664,2.03607,0.0157249,2.94736,0.0333283,1.74046,0.0257508,2.24949,
0.0525146,1.89118,0.0277024,2.26903,0.0159624,2.77393,0.0304618,2.34981,0.0403399,2.10995,0.0262814,2.90596,0.0474713,2.10338,0.0171823,3.09738,0.0363943,1.80834,0.0280289,2.2886,
0.0576281,1.944,0.0300446,2.33859,0.0173808,2.89354,0.0332806,2.44739,0.044323,2.17425,0.0284975,2.98114,0.0518385,2.1688,0.0186114,3.20258,0.0400274,1.86639,0.0305896,2.38768,
0.0637266,2.0081,0.0327745,2.41978,0.0187854,2.98954,0.0361605,2.52815,0.0483576,2.24162,0.0310569,3.1035,0.0572012,2.23744,0.0202761,3.33432,0.0436057,1.91936,0.0331557,2.44986,
0.0698485,2.07191,0.0354952,2.49581,0.0201843,3.07167,0.0395447,2.59957,0.0532614,2.30938,0.0336511,3.19155,0.0625968,2.30788,0.0219192,3.42373,0.0478447,1.98205,0.0360983,2.54953,
0.0766839,2.13025,0.038738,2.5737,0.0217904,3.20229,0.0430498,2.67997,0.0590096,2.38957,0.0366922,3.29129,0.0678021,2.35941,0.0237918,3.57738,0.0523111,2.03459,0.0391704,2.62054,
0.0837573,2.18386,0.0419704,2.63699,0.0234192,3.29853,0.0471164,2.76421,0.0645133,2.4611,0.0397263,3.37816,0.0741564,2.42399,0.0256867,3.68738,0.057543,2.09516,0.0427718,2.69704,
0.0911815,2.23773,0.0452799,2.70206,0.0253397,3.41111,0.0509682,2.83896,0.0702064,2.5236,0.0428201,3.46132,0.0805172,2.48536,0.0276396,3.78723,0.0625439,2.15581,0.0464128,2.77097,
0.0994281,2.2943,0.0491445,2.76932,0.0272445,3.50081,0.0556447,2.91859,0.0768516,2.59455,0.0459587,3.53739,0.0877299,2.55494,0.0298812,3.90092,0.0677073,2.20497,0.0500696,2.83393,
0.107875,2.35374,0.0529739,2.83874,0.0291633,3.58685,0.0603453,2.99187,0.0831629,2.6583,0.0495906,3.62443,0.0948058,2.61405,0.0321336,4.00285,0.0739684,2.26022,0.0543335,2.90464,
0.116098,2.4004,0.0568563,2.89649,0.0310948,3.66936,0.0651551,3.06252,0.0898078,2.72182,0.053166,3.70892,0.102026,2.66681,0.0343988,4.09687,0.0800474,2.314,0.0585069,2.97468,
0.124731,2.44804,0.0614256,2.96672,0.0333699,3.76918,0.0709035,3.14485,0.0963633,2.77676,0.0568353,3.78652,0.10965,2.7196,0.0367087,4.18657,0.0862085,2.36703,0.0628523,3.03807,
0.134771,2.5009,0.0659499,3.03032,0.0356403,3.84718,0.0763622,3.22342,0.104206,2.84374,0.061152,3.87047,0.118593,2.78454,0.0393779,4.2916,0.0931388,2.42221,0.068068,3.10684,
0.14494,2.55878,0.0704913,3.09174,0.0378908,3.92697,0.081766,3.29645,0.111736,2.90285,0.0654175,3.955,0.127161,2.83825,0.0420746,4.37866,0.0999795,2.47406,0.0731052,3.17864,
0.154737,2.6033,0.0751237,3.14701,0.0401316,4.00346,0.0872079,3.35809,0.119701,2.95969,0.069725,4.02995,0.136096,2.89676,0.0447223,4.4694,0.106875,2.51795,0.0782017,3.23917,
