File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G03_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 3 : G03_P01 (MPa),Time (sec),Run 29 : G03_P02 (MPa),Time (sec),Run 30 : G03_P03 (MPa),Time (sec),Run 31 : G03_P04 (MPa),Time (sec),Run 32 : G03_P05 (MPa),Time (sec),Run 33 : G03_P06 (MPa),Time (sec),Run 34 : G03_P07 (MPa),Time (sec),Run 35 : G03_P08 (MPa),Time (sec),Run 36 : G03_P09 (MPa),Time (sec),Run 37 : G03_P10 (MPa),
0.00236486,6.6365e-06,0.00116903,0.000615279,0.000601269,0.000550655,0.00148211,0.000255514,0.00200678,0.000213921,0.00101871,0.0017608,0.00210348,0.00015078,0.00068648,0.000499299,0.00181817,0.000243073,0.00128679,0.000494493,
0.00633939,1.83014e-05,0.00333505,0.00633127,0.00177679,0.00753754,0.00415499,0.000562864,0.00547427,0.000117198,0.00278665,0.000290427,0.00571041,7.48516e-05,0.00201939,0.00834931,0.00500296,0.00547584,0.00364644,0.00656927,
0.00967403,0.0639399,0.00545153,0.0141175,0.00302182,0.0109505,0.00658362,0.0290277,0.00847026,0.00547222,0.00470038,0.0108546,0.00880125,0.000167359,0.00340979,0.0123474,0.00792601,0.00331849,0.0059233,0.0146757,
0.0130325,0.410165,0.00699709,0.122752,0.00420732,0.00338824,0.0090643,0.328445,0.0113134,0.467131,0.00637052,0.115319,0.0118713,0.448795,0.00470476,0.00396771,0.0106238,0.256029,0.00813056,0.186685,
0.0154075,0.822916,0.00894284,0.583995,0.00540821,0.15794,0.0111313,0.983203,0.0135565,0.825198,0.00810449,0.889263,0.014085,0.781976,0.0059792,0.583333,0.0128473,0.725717,0.00997989,0.93865,
0.0176199,1.40097,0.0104047,1.36748,0.00659988,1.30551,0.0130673,1.87159,0.0155685,1.62299,0.00980236,1.7139,0.0160429,1.55441,0.00728877,1.45703,0.0148536,1.43881,0.0117741,1.66435,
0.0186148,1.25479,0.0118665,1.71233,0.00775028,2.23352,0.0138885,1.69224,0.0165466,1.46677,0.011216,2.11408,0.0170609,1.40062,0.00843261,2.58376,0.0157181,1.25962,0.0128995,1.64257,
0.0196554,1.20263,0.0126098,1.53203,0.00822354,1.929,0.0148306,1.62075,0.0176379,1.40565,0.0121469,1.95927,0.0182016,1.34208,0.00891226,2.14249,0.0166656,1.19626,0.0138771,1.58627,
0.0207497,1.21476,0.0133827,1.48305,0.0087652,1.86085,0.0158314,1.61443,0.0187676,1.41748,0.0131163,1.87976,0.0193916,1.35582,0.00942252,2.07909,0.0176617,1.21447,0.0148995,1.57328,
0.0220942,1.21525,0.0141812,1.49507,0.00933832,1.85832,0.0168501,1.62903,0.0199417,1.41934,0.0141027,1.86858,0.0206222,1.35571,0.00996313,2.07633,0.0188787,1.21705,0.0159365,1.58016,
0.0236844,1.2164,0.0151308,1.50479,0.00991956,1.84824,0.0180429,1.63297,0.0213384,1.43184,0.0150467,1.86076,0.0220772,1.3532,0.0105123,2.06629,0.0202868,1.22943,0.017128,1.58358,
0.0254703,1.22135,0.0162038,1.48561,0.0105943,1.86632,0.0193717,1.65688,0.0229163,1.42848,0.016077,1.94396,0.0237107,1.35745,0.0111586,2.08262,0.0218778,1.23191,0.0184217,1.62074,
0.0274014,1.26275,0.0173549,1.5501,0.0113239,1.91539,0.0208336,1.69949,0.0246201,1.47474,0.0172907,2.002,0.0254673,1.41164,0.0118774,2.06537,0.023591,1.27612,0.0196839,1.66077,
0.0295925,1.29661,0.018687,1.59978,0.0120189,1.96845,0.0225505,1.74797,0.0265783,1.50736,0.0187536,2.05969,0.0275091,1.44813,0.0126535,2.17498,0.0256172,1.3099,0.02125,1.69464,
0.0323007,1.31616,0.0203518,1.63747,0.0128708,2.02866,0.0246301,1.78952,0.028905,1.54504,0.0205539,2.11674,0.030021,1.4571,0.0135696,2.25523,0.0280714,1.34037,0.0231271,1.73546,
0.035518,1.33513,0.0223447,1.68244,0.0138968,2.092,0.0271492,1.83533,0.0317804,1.55858,0.0223781,2.16361,0.0329544,1.49323,0.0146718,2.32673,0.0309906,1.37071,0.0253583,1.7309,
0.0392855,1.37377,0.024374,1.71975,0.0150937,2.16039,0.0297303,1.87347,0.0346414,1.60527,0.0245636,2.22586,0.0359159,1.53525,0.0160192,2.3998,0.0340376,1.38911,0.0275197,1.82213,
0.0430361,1.40664,0.0267854,1.76467,0.0163312,2.2162,0.0328131,1.88974,0.038074,1.64598,0.027155,2.28955,0.0394908,1.56246,0.017378,2.45947,0.0375417,1.42315,0.030176,1.84273,
0.0476098,1.4329,0.0296275,1.81347,0.0178138,2.28756,0.036295,1.95223,0.0421708,1.67063,0.0297433,2.3371,0.0436572,1.59923,0.0190023,2.53986,0.041649,1.46833,0.0332292,1.9129,
0.0530417,1.46303,0.0329959,1.86446,0.0195598,2.37607,0.0403351,2.01851,0.0469108,1.71184,0.032788,2.3928,0.0485407,1.63747,0.0209203,2.63892,0.0464688,1.4969,0.0369098,1.93605,
0.0593431,1.49987,0.0363562,1.87935,0.0212843,2.41743,0.0445304,2.04842,0.0524322,1.75954,0.036379,2.42742,0.0542771,1.68266,0.022812,2.68605,0.0513152,1.53251,0.0410225,1.99355,
0.0668611,1.53385,0.0401309,1.93149,0.023337,2.48342,0.0493855,2.09588,0.0580325,1.79505,0.0398796,2.48712,0.0602161,1.71544,0.0250721,2.75826,0.0570264,1.56042,0.0451648,2.03974,
0.0743431,1.56582,0.0439156,1.9733,0.0253897,2.53636,0.054201,2.14212,0.0645266,1.83331,0.0438752,2.54175,0.0672506,1.74786,0.0273096,2.81286,0.0626956,1.59029,0.049988,2.08273,
0.0831146,1.59934,0.0483282,2.01341,0.0278102,2.59761,0.0599381,2.18528,0.0710785,1.86908,0.0478369,2.59654,0.0741976,1.78244,0.0299826,2.88314,0.0694015,1.62024,0.0547838,2.12472,
0.0918158,1.63009,0.0527502,2.05457,0.0302156,2.61472,0.0657083,2.22579,0.0789549,1.90443,0.052494,2.65702,0.08239,1.81774,0.0326347,2.90462,0.0772979,1.65345,0.060526,2.16676,
0.102068,1.66285,0.0579855,2.09438,0.032935,2.68072,0.0724622,2.27372,0.0880069,1.94801,0.0572286,2.70862,0.0918747,1.85824,0.0356319,3.0068,0.0851506,1.68523,0.0661298,2.20836,
0.112338,1.6942,0.0632316,2.13138,0.0355839,2.74136,0.0802657,2.32716,0.0970471,1.98891,0.0628053,2.76159,0.101342,1.89557,0.0392117,3.052,0.0943002,1.71859,0.0728169,2.25091,
0.12437,1.72752,0.0694004,2.17134,0.038657,2.79832,0.0880146,2.3764,0.107569,2.03227,0.0682943,2.81481,0.112338,1.93509,0.0426418,3.12101,0.103534,1.74924,0.0794565,2.29269,
0.136343,1.75885,0.075465,2.2108,0.041737,2.85418,0.0958925,2.42235,0.118101,2.07231,0.0738467,2.8632,0.123329,1.97188,0.0460735,3.189,0.112825,1.77688,0.086205,2.33016,
0.150293,1.79219,0.0816497,2.24542,0.0448313,2.9054,0.105121,2.47265,0.128682,2.10944,0.0802347,2.91846,0.134457,2.00574,0.050152,3.24484,0.12365,1.80795,0.0941612,2.37204,
0.164359,1.8237,0.0889489,2.28471,0.0484679,2.95878,0.114361,2.52241,0.141152,2.14934,0.0866125,2.96992,0.14752,2.0418,0.0541929,3.30567,0.134515,1.83705,0.102008,2.41277,
0.178639,1.85269,0.0961713,2.32272,0.0521392,3.01017,0.123603,2.5671,0.15366,2.18908,0.093166,3.0212,0.160623,2.07682,0.0582556,3.36117,0.147002,1.86832,0.109882,2.44939,
0.195448,1.88443,0.103498,2.35595,0.0558085,3.05551,0.132959,2.61104,0.166315,2.2269,0.099725,3.06892,0.173917,2.10998,0.0629482,3.42188,0.1597,1.89876,0.117982,2.48277,
0.212178,1.91528,0.112136,2.39514,0.0595132,3.09843,0.14394,2.66061,0.179036,2.26278,0.107421,3.12037,0.187241,2.14015,0.0676736,3.47826,0.172278,1.92536,0.127499,2.52289,
0.228977,1.94252,0.120614,2.43345,0.0638303,3.14684,0.154856,2.71822,0.193988,2.30232,0.115269,3.17155,0.202887,2.17469,0.0724678,3.53211,0.185147,1.95059,0.136885,2.56038,
0.246047,1.97038,0.129058,2.46597,0.0681285,3.19195,0.16572,2.78669,0.208958,2.35305,0.123157,3.22027,0.218581,2.20929,0.0772861,3.5829,0.198389,1.9758,0.146379,2.59422,
0.263223,1.99642,0.137574,2.49889,0.0725078,3.23585,0.176926,2.84654,0.223859,2.40586,0.13102,3.26726,0.234183,2.23972,0.0821858,3.63139,0.213725,2.00299,0.155916,2.62814,
0.283323,2.0261,0.146225,2.52928,0.0768997,3.27742,0.189975,2.90679,0.241406,2.45893,0.140247,3.32262,0.252565,2.27608,0.0878809,3.68787,0.229124,2.03012,0.167171,2.66646,
0.303592,2.05588,0.156511,2.56398,0.0813575,3.31711,0.202857,2.96678,0.259071,2.50964,0.149268,3.37202,0.271101,2.31178,0.0936369,3.74195,0.2447,2.05608,0.178237,2.70253,
0.323783,2.08316,0.1667,2.598,0.0865339,3.36167,0.215997,3.0199,0.276745,2.55463,0.158562,3.41987,0.289621,2.34449,0.0993501,3.79467,0.260306,2.07991,0.189619,2.73991,
0.34405,2.10997,0.177024,2.6309,0.0916628,3.40415,0.229209,3.06881,0.294455,2.59578,0.167981,3.47015,0.308178,2.37539,0.10513,3.84682,0.275991,2.10449,0.200881,2.77253,
0.367864,2.14025,0.187296,2.66224,0.0968738,3.4476,0.242655,3.12038,0.312503,2.63632,0.177271,3.52328,0.327094,2.40724,0.110913,3.89449,0.294372,2.13172,0.212427,2.80606,
0.391595,2.17056,0.199486,2.69854,0.102119,3.48696,0.258197,3.17662,0.333424,2.67913,0.188118,3.57986,0.349023,2.44192,0.117701,3.9495,0.312663,2.15849,0.225936,2.84361,
0.415457,2.19864,0.211703,2.73338,0.107437,3.5274,0.273716,3.23491,0.354278,2.7218,0.199135,3.64447,0.370858,2.47596,0.124451,4.00397,0.331005,2.18486,0.239414,2.88245,
0.439603,2.2271,0.223956,2.76852,0.11362,3.57101,0.28908,3.28445,0.375389,2.76221,0.209996,3.69807,0.393004,2.50924,0.131211,4.05228,0.349261,2.20944,0.252744,2.91657,
0.463934,2.25479,0.236119,2.80075,0.119764,3.61371,0.304817,3.33292,0.396669,2.80102,0.221178,3.74963,0.415331,2.54186,0.138029,4.10233,0.367819,2.23365,0.2664,2.95117,
0.488341,2.28198,0.248526,2.83241,0.125998,3.65658,0.32062,3.37952,0.418033,2.83853,0.232388,3.8003,0.437711,2.57385,0.144901,4.14723,0.389639,2.26084,0.280132,2.98411,
0.516715,2.31242,0.261048,2.86376,0.132236,3.69647,0.339058,3.42971,0.439593,2.87646,0.243715,3.8494,0.460295,2.60601,0.151945,4.19308,0.411311,2.28873,0.296114,3.02266,
0.545092,2.34398,0.275623,2.89893,0.138501,3.73586,0.357382,3.48231,0.464666,2.9171,0.256806,3.90291,0.48655,2.64127,0.160164,4.24926,0.433127,2.31606,0.31204,3.06157,
0.573637,2.37454,0.29015,2.93498,0.145769,3.78027,0.375877,3.53121,0.489649,2.9611,0.269874,3.95901,0.512777,2.67865,0.168275,4.30484,0.455143,2.34249,0.32805,3.09895,
