File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G12_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G12_P01 (MPa),Time (sec),Run 2 : G12_P02 (MPa),Time (sec),Run 3 : G12_P03 (MPa),Time (sec),Run 4 : G12_P04 (MPa),Time (sec),Run 5 : G12_P05 (MPa),Time (sec),Run 6 : G12_P06 (MPa),Time (sec),Run 7 : G12_P07 (MPa),Time (sec),Run 8 : G12_P08 (MPa),Time (sec),Run 9 : G12_P09 (MPa),Time (sec),Run 10 : G12_P10 (MPa),
0.00251531,6.74686e-05,0.0012434,0.000378928,0.000639521,0.000391484,0.0015764,0.00131485,0.00213445,6.6094e-05,0.00108352,0.00161139,0.00223731,1.08806e-05,0.000730154,0.00203787,0.00193384,0.000858575,0.00136866,0.00134909,
0.00654532,0.0045841,0.00344343,0.00555917,0.00183595,0.00663503,0.00410389,3.12252e-05,0.00565268,0.00516984,0.0028956,4.89144e-05,0.0058966,0.00501711,0.00199299,0.000330017,0.00494201,0.00563125,0.00359869,5.55386e-05,
0.010196,2.91764e-05,0.00561938,0.00688621,0.00310594,0.00912834,0.00672636,0.0123697,0.00890786,0.00348666,0.00485513,0.00886383,0.00926178,0.00327628,0.00341126,0.0110853,0.00798964,0.0198116,0.0059515,0.00724081,
0.0136282,0.358213,0.00754291,0.0928332,0.00435373,0.00239146,0.00923094,0.161269,0.0119633,0.25431,0.00665217,0.107933,0.0123895,0.246491,0.00477705,0.00442696,0.0109478,0.28134,0.0080104,0.106582,
0.0162069,0.643518,0.00977082,0.595416,0.00582523,0.130751,0.0114208,0.732877,0.014494,0.770724,0.00849621,0.679116,0.0149682,0.734214,0.0061743,0.149562,0.0135034,0.67749,0.010473,0.616743,
0.0185658,1.28299,0.0113949,1.27253,0.0072049,1.24638,0.0131782,1.3583,0.0169066,1.53037,0.00999866,1.13246,0.0174306,1.49052,0.00757936,1.36082,0.0158538,1.30093,0.0121907,1.41956,
0.0197933,1.21405,0.0127197,1.65565,0.00842165,2.21778,0.0149717,1.69098,0.0179438,1.43097,0.011313,2.12266,0.0184899,1.34792,0.00894672,2.38553,0.0167741,1.2095,0.0136291,1.69623,
0.0210352,1.16903,0.0134313,1.472,0.00877775,1.82748,0.0159072,1.63406,0.0189642,1.36086,0.0118266,1.84094,0.0195843,1.30166,0.00942348,2.08288,0.0177127,1.1525,0.0144024,1.56541,
0.0223429,1.20624,0.0141422,1.47629,0.0091232,1.75839,0.0168617,1.63091,0.0200577,1.40273,0.0123396,1.76088,0.0207082,1.34737,0.00989896,2.00329,0.0186737,1.19381,0.0151951,1.55848,
0.0236577,1.24193,0.0148879,1.52911,0.00947533,1.81922,0.0178281,1.68764,0.0211493,1.44657,0.0128545,1.80648,0.0218635,1.37974,0.0103875,2.0791,0.0196889,1.23631,0.0160148,1.60776,
0.0250246,1.27555,0.0156711,1.561,0.00991365,1.88553,0.0188164,1.75043,0.0222861,1.47164,0.0135071,1.88155,0.0230712,1.40796,0.010894,2.15802,0.0207325,1.25476,0.016864,1.62347,
0.0266021,1.33117,0.0165731,1.63015,0.0103619,1.90689,0.020014,1.81792,0.0235853,1.54327,0.0141739,1.90586,0.0244398,1.47539,0.0114238,2.21469,0.0219158,1.31745,0.0178304,1.72491,
0.0284706,1.38309,0.0176208,1.70771,0.0108738,2.02993,0.021391,1.90326,0.0251098,1.60548,0.0149283,2.0145,0.0260327,1.53529,0.0120376,2.30461,0.0233077,1.36923,0.0189818,1.80605,
0.0306392,1.45254,0.0188586,1.7897,0.0114963,2.119,0.0230168,1.99228,0.0269422,1.67693,0.0158378,2.10442,0.0279446,1.60561,0.0127458,2.43056,0.0249195,1.43984,0.0203464,1.89268,
0.033218,1.52761,0.0202701,1.88737,0.0122055,2.24143,0.0248817,2.09482,0.0290341,1.76086,0.0168823,2.21206,0.0301322,1.68471,0.013584,2.56656,0.0268022,1.51061,0.021935,1.99048,
0.0361574,1.59645,0.0219272,1.98549,0.0130462,2.36579,0.026804,2.1704,0.031511,1.84824,0.0181106,2.32468,0.0327158,1.76867,0.014558,2.69847,0.0290418,1.58677,0.0237349,2.09077,
0.0391625,1.65845,0.0236015,2.04578,0.014016,2.50481,0.028964,2.2756,0.0344068,1.93078,0.0195419,2.40848,0.0357317,1.84918,0.0156797,2.86542,0.0316495,1.66126,0.0255692,2.15564,
