File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G26_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G26_P01 (MPa),Time (sec),Run 2 : G26_P02 (MPa),Time (sec),Run 3 : G26_P03 (MPa),Time (sec),Run 4 : G26_P04 (MPa),Time (sec),Run 5 : G26_P05 (MPa),Time (sec),Run 6 : G26_P06 (MPa),Time (sec),Run 7 : G26_P07 (MPa),Time (sec),Run 8 : G26_P08 (MPa),Time (sec),Run 9 : G26_P09 (MPa),Time (sec),Run 10 : G26_P10 (MPa),
0.00246579,0.000384814,0.00121892,0.00148026,0.000626929,0.00228625,0.00154536,0.00130987,0.00209242,0.00065344,0.00106219,0.00202304,0.00219325,0.000574918,0.000715777,0.00253391,0.00189576,0.000841858,0.00134171,0.00144683,
0.00619993,0.000615063,0.00331581,0.000630872,0.00176723,0.000104312,0.00413609,0.000294159,0.00534988,0.000837596,0.00291744,0.000924188,0.00558214,0.000769818,0.00200643,4.04352e-05,0.00498169,6.66584e-05,0.00362694,0.000511499,
0.00956274,0.00496356,0.00533772,0.00055033,0.00295327,0.00102749,0.00656176,0.0261271,0.00836302,0.00593255,0.00474367,0.00117509,0.00869344,0.00564973,0.00333515,0.000936152,0.00777678,0.00337194,0.00580672,0.0132792,
0.012929,0.379004,0.00687273,0.0868301,0.00412269,0.00374529,0.00911932,0.061803,0.0114661,0.261924,0.00638104,0.113859,0.0118712,0.250107,0.0046424,0.00670003,0.010751,0.243663,0.00810147,0.11057,
0.0155663,0.656348,0.00870333,0.498129,0.00543627,0.0130371,0.0115043,0.939185,0.0140879,0.787968,0.00822387,0.694467,0.014546,0.750829,0.00602399,0.147828,0.0132377,0.692176,0.00992086,0.745889,
0.0180045,1.28203,0.0103769,0.898927,0.00670826,0.865546,0.0135972,1.75212,0.0164949,1.56537,0.00972799,1.15429,0.0170038,1.51096,0.00742636,1.39057,0.0155056,1.34073,0.0118793,1.37126,
0.0193216,1.23357,0.0119955,1.71603,0.00767412,1.71254,0.0145476,1.62679,0.0175782,1.43551,0.01104,2.13656,0.01795,1.36474,0.00875991,2.43403,0.0164799,1.22713,0.0134665,1.71311,
0.0206465,1.16837,0.012625,1.49981,0.00855978,2.02362,0.0153397,1.57729,0.018635,1.36583,0.011587,1.87325,0.018896,1.30645,0.00926244,2.11669,0.0174666,1.1767,0.0143063,1.58451,
0.0219508,1.20907,0.0132336,1.43049,0.00903767,1.87535,0.0161062,1.58993,0.019709,1.40491,0.0121282,1.78604,0.0198147,1.32913,0.00976276,2.03418,0.0184233,1.21077,0.0151196,1.56703,
0.0232873,1.23335,0.0138432,1.44316,0.00949423,1.84954,0.0168977,1.62033,0.0208119,1.43107,0.0126584,1.80696,0.0207683,1.34301,0.0102513,2.05351,0.0194245,1.22202,0.0159762,1.60164,
0.0247215,1.25237,0.0144597,1.4788,0.00997047,1.90411,0.0177016,1.64237,0.0219797,1.46113,0.0132055,1.83824,0.0219435,1.37632,0.0107662,2.127,0.0204801,1.25459,0.0168759,1.64853,
