File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G29_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G29_P01 (MPa),Time (sec),Run 2 : G29_P02 (MPa),Time (sec),Run 3 : G29_P03 (MPa),Time (sec),Run 4 : G29_P04 (MPa),Time (sec),Run 5 : G29_P05 (MPa),Time (sec),Run 6 : G29_P06 (MPa),Time (sec),Run 7 : G29_P07 (MPa),Time (sec),Run 8 : G29_P08 (MPa),Time (sec),Run 9 : G29_P09 (MPa),Time (sec),Run 10 : G29_P10 (MPa),
0.00281137,0.000204105,0.00138975,0.000264708,0.000714793,0.000106005,0.00176194,9.81003e-05,0.00238568,0.000370901,0.00121105,0.000210421,0.00250064,0.000319915,0.000816094,2.36803e-05,0.00216145,3.04056e-05,0.00152975,0.000204212,
0.00695349,0.00346023,0.00365685,0.00422691,0.00194942,0.00504036,0.00455633,0.00439981,0.00600374,0.00391446,0.00321716,0.00494786,0.00626306,0.00379862,0.0022139,0.00542354,0.00548745,0.00364531,0.00399862,0.0043392,
0.0108972,0.0143755,0.00594707,0.00516601,0.00326776,0.0072982,0.00732328,0.00525326,0.00949502,0.00808106,0.00526749,0.00690166,0.00987936,0.00824382,0.00369046,0.00813472,0.00872416,0.0039376,0.00647274,0.00530089,
0.014745,0.166966,0.00810301,0.0409775,0.00460111,0.0142791,0.00982703,0.0721903,0.0127668,0.112485,0.00721429,0.00203809,0.0133545,0.144355,0.00516236,0.0335673,0.0111747,0.0580576,0.00876735,0.073349,
0.0185055,0.583344,0.0102276,0.267247,0.00604468,0.136978,0.0123199,0.440742,0.0162179,0.630357,0.00913962,0.350011,0.0168058,0.647908,0.00689696,0.0620694,0.014593,0.43263,0.0110979,0.437968,
0.0218569,1.1459,0.012297,0.783296,0.00755063,0.829707,0.0144661,0.810334,0.0191752,1.18986,0.0111437,1.00558,0.0202606,1.28021,0.00856418,1.04039,0.0171446,0.89279,0.0131553,0.80382,
0.0233856,1.10947,0.0142948,1.54068,0.00905448,1.64073,0.0163985,1.62741,0.0212146,1.34223,0.0130655,1.91865,0.0218337,1.24941,0.00998143,1.75875,0.019652,1.26064,0.0151638,1.62882,
0.0249003,1.05756,0.0150401,1.36929,0.01024,1.88812,0.017376,1.4885,0.0227236,1.29989,0.0138354,1.73083,0.0234077,1.20617,0.0109753,2.00046,0.0210484,1.11303,0.0160057,1.43602,
0.0264253,1.08719,0.0157566,1.30591,0.0108877,1.72995,0.0183128,1.42732,0.0242829,1.29232,0.0145953,1.65921,0.0250007,1.23033,0.0117177,1.94224,0.0224286,1.10711,0.0168082,1.36727,
0.0280108,1.1067,0.0164883,1.32721,0.0115419,1.74663,0.0192671,1.44545,0.025957,1.32144,0.0153595,1.68863,0.0266397,1.25744,0.0124681,1.95039,0.0238729,1.13253,0.0176169,1.39333,
