File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G19_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G19_P01 (MPa),Time (sec),Run 2 : G19_P02 (MPa),Time (sec),Run 3 : G19_P03 (MPa),Time (sec),Run 4 : G19_P04 (MPa),Time (sec),Run 5 : G19_P05 (MPa),Time (sec),Run 6 : G19_P06 (MPa),Time (sec),Run 7 : G19_P07 (MPa),Time (sec),Run 8 : G19_P08 (MPa),Time (sec),Run 9 : G19_P09 (MPa),Time (sec),Run 10 : G19_P10 (MPa),
0.00202092,0.00134912,0.000999003,0.00233382,0.00051382,0.00317979,0.00126655,0.00215875,0.00171491,0.001708,0.000870548,0.00303329,0.00179755,0.00161339,0.000586638,0.00369174,0.00155373,0.0015339,0.00109964,0.00212922,
0.00551914,0.00032423,0.00296298,3.24817e-05,0.0015741,0.000717329,0.00359836,0.000488564,0.00475749,0.000242816,0.0026049,0.000157421,0.00496561,0.000204315,0.00178879,0.000628562,0.00433931,0.000257301,0.00315328,0.000553542,
0.00875013,0.0897545,0.00484887,0.00551461,0.00275687,0.0150482,0.00584437,0.00640709,0.00750243,0.0908504,0.00431573,0.0447128,0.00779189,0.078862,0.00304709,0.000130346,0.00690648,0.0771951,0.0051829,0.006185,
0.012205,0.884997,0.00679603,0.41655,0.0038253,0.16034,0.00805268,0.683946,0.0102564,1.01621,0.00611717,0.336316,0.010691,1.1011,0.00419575,0.170391,0.00958709,0.685772,0.00725379,0.43507,
0.0146535,1.58732,0.00838275,1.08951,0.0049785,0.89107,0.0096788,1.13343,0.0126047,1.48781,0.00757578,1.38566,0.0131228,1.47039,0.00545488,0.994712,0.0117411,1.35461,0.00891165,1.12928,
0.0154175,1.37536,0.00971572,1.97487,0.00594392,1.67375,0.0110277,2.0789,0.0139709,1.66515,0.00890571,2.43227,0.0145485,1.61293,0.00648339,2.40935,0.0135812,1.47961,0.0102995,2.09337,
0.0162548,1.30654,0.0102752,1.67351,0.00673282,2.45019,0.01161,1.82691,0.0150129,1.61916,0.00936288,2.09236,0.015633,1.54909,0.00748136,2.67632,0.0147522,1.38531,0.0108226,1.74157,
0.0171303,1.32597,0.0108749,1.60625,0.00709831,2.07713,0.0122549,1.73926,0.0160828,1.56923,0.00988856,1.99042,0.0167673,1.50504,0.00798897,2.35366,0.0159415,1.35336,0.0113694,1.66361,
0.0181766,1.33691,0.0115049,1.60198,0.00746947,1.99317,0.0129233,1.75073,0.0171689,1.58234,0.0104351,2.0032,0.0178968,1.51877,0.00851929,2.27864,0.0170909,1.34246,0.0119352,1.66686,
0.0194129,1.3511,0.0121349,1.61709,0.00786217,1.97258,0.0136103,1.74813,0.0182332,1.56041,0.0109948,2.00519,0.0190074,1.50005,0.00905775,2.25659,0.0181586,1.38152,0.0126142,1.69046,
0.0208136,1.3498,0.0128725,1.58802,0.00832171,2.00208,0.0144152,1.76964,0.0193984,1.61047,0.0116508,2.02268,0.0202215,1.54635,0.00957515,2.20574,0.0194141,1.41676,0.0134133,1.70451,
0.0223161,1.40281,0.0136774,1.65367,0.00884597,1.95409,0.0153374,1.7459,0.0207583,1.64267,0.0123863,1.99443,0.021642,1.57718,0.0101374,2.31516,0.0209729,1.45423,0.0143054,1.69169,
